descripcion,causa
129/03/201009403-2010-0001E CONSIGNACION,094032010000
204/03/201009403-2010-0001P DEPRECATORIO,094032010000
302/03/201009403-2010-0000  CONSIGNACION,094032010000
408/01/201009403-2010-0009  VERBAL SUMARIO,094032010000
507/01/201009403-2010-0003  DESAHUCIO,094032010000
607/01/201009403-2010-0004  VERBAL SUMARIO,094032010000
707/01/201009403-2010-0005  VERBAL SUMARIO,094032010000
807/01/201009403-2010-0006  VERBAL SUMARIO,094032010000
907/01/201009403-2010-0007  VARIOS,094032010000
1007/01/201009403-2010-0008  DESAHUCIO,094032010000
1106/01/201009403-2010-0002  DESAHUCIO,094032010000
1204/01/201009403-2010-0009C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1304/01/201009403-2010-0008C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1404/01/201009403-2010-0007C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1504/01/201009403-2010-0006C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1604/01/201009403-2010-0005C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1704/01/201009403-2010-0004C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1804/01/201009403-2010-0003C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
1904/01/201009403-2010-0002C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
2004/01/201009403-2010-0001C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010000
2104/01/201009403-2010-0001  DESAHUCIO,094032010000
118/01/201009403-2010-0019  DESAHUCIO,094032010001
214/01/201009403-2010-0017  VERBAL SUMARIO,094032010001
314/01/201009403-2010-0018  VERBAL SUMARIO,094032010001
413/01/201009403-2010-0014  VERBAL SUMARIO,094032010001
513/01/201009403-2010-0015  DESAHUCIO,094032010001
613/01/201009403-2010-0016  VERBAL SUMARIO,094032010001
711/01/201009403-2010-0010  VERBAL SUMARIO,094032010001
811/01/201009403-2010-0011  REQUERIMIENTO,094032010001
911/01/201009403-2010-0012  DESAHUCIO,094032010001
1011/01/201009403-2010-0013  DESAHUCIO,094032010001
1105/01/201009403-2010-0019C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1204/01/201009403-2010-0018C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1304/01/201009403-2010-0017C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1404/01/201009403-2010-0016C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1504/01/201009403-2010-0015C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1604/01/201009403-2010-0014C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1704/01/201009403-2010-0013C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1804/01/201009403-2010-0012C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
1904/01/201009403-2010-0011C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
2004/01/201009403-2010-0010C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010001
122/01/201009403-2010-0028  VERBAL SUMARIO,094032010002
222/01/201009403-2010-0029  VERBAL SUMARIO,094032010002
321/01/201009403-2010-0026  VERBAL SUMARIO,094032010002
421/01/201009403-2010-0027  ACCION DE PROTECCION,094032010002
520/01/201009403-2010-0025  VERBAL SUMARIO,094032010002
620/01/201009403-2010-0024  VERBAL SUMARIO,094032010002
719/01/201009403-2010-0022  INSPECCION JUDICIAL,094032010002
819/01/201009403-2010-0020  INSPECCION OCULAR,094032010002
919/01/201009403-2010-0021  VERBAL SUMARIO,094032010002
1019/01/201009403-2010-0023  VERBAL SUMARIO,094032010002
1105/01/201009403-2010-0029C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010002
1205/01/201009403-2010-0028C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010002
1305/01/201009403-2010-0027C INSCRIPCION DE CONTRATO DE ARRENDAMIENTO,094032010002
