descripcion,causa
No se encuentran resultados.,091132010002
No se encuentran resultados.,091132011003
No se encuentran resultados.,091132012003
No se encuentran resultados.,091132013003
117/03/201409113-2014-0018  OBLIGACIONES; ART. 423 CPC,091132014001
217/03/201409113-2014-0019  DOCUMENTOS PRIVADOS RECONOCIDOS LEGALMENTE ART. 413 C.P.C.,091132014001
315/03/201409113-2014-0010  FACTURAS ART. 828 C.P.C,091132014001
415/03/201409113-2014-0011  CONFESION JUDICIAL ART 122 CP.C. ART. 1730 CC,091132014001
515/03/201409113-2014-0012  COPIA DE ESTADO DE CUENTA O LIQUIDACION DE CONSUMO TARJETAS DE CREDITO ART. 828 C.P.C,091132014001
615/03/201409113-2014-0013  EJECUTIVO ART. 413 C.P.C.,091132014001
715/03/201409113-2014-0014  ALIMENTOS,091132014001
815/03/201409113-2014-0015  EMBARGO Y REMATE CON RESERVA DE DOMINIO LITERAL J ART. 202 C.COMERCIO,091132014001
915/03/201409113-2014-0016  EJECUTIVO ART. 413 C.P.C.,091132014001
1015/03/201409113-2014-0017  NULIDAD ART.1697 C.C. Y SS,091132014001
121/03/201409113-2014-0029  EJECUTIVO ART. 413 C.P.C.,091132014002
220/03/201409113-2014-0027  ACCION DE PROTECCION,091132014002
320/03/201409113-2014-0028  OTROS,091132014002
419/03/201409113-2014-0026  HABEAS CORPUS,091132014002
518/03/201409113-2014-0022  VERBAL SUMARIO,091132014002
618/03/201409113-2014-0023  VERBAL SUMARIO,091132014002
718/03/201409113-2014-0024  ACCION DE PROTECCION,091132014002
818/03/201409113-2014-0025  NULIDADES,091132014002
917/03/201409113-2014-0020  CUMPLIMIENTO DE CONTRATO,091132014002
1017/03/201409113-2014-0021  PAGARE A LA ORDEN ART. 486 CODIGO DE COMERCIO ART. 413.CPC.,091132014002
121/03/201409113-2014-0030  CHEQUE E HIPOTECA ART. 413 C.P.C Y ART. 57 LEY DE CHEQUES,091132014003
221/03/201409113-2014-0031  CUMPLIMIENTO DE CONTRATO,091132014003
321/03/201409113-2014-0032  EJECUTIVO ART. 413 C.P.C.,091132014003
421/03/201409113-2014-0033  EJECUTIVO ART. 413 C.P.C.,091132014003
"521/03/201409113-2014-0034  PRESCRIPCION ORDINARIA ADQUISITIVA DE DOMINIO ART. 2407 CC, 2408 Y 249 CC",091132014003
621/03/201409113-2014-0035  NULIDAD DE INSTRUMENTO PUBLICO O PRIVADO ART. 1697 C.C.,091132014003
721/03/201409113-2014-0036  AMPARO POSESORIO ART.680 C.P.C.,091132014003
821/03/201409113-2014-0037  ACCION PAULIANA ART. 2370 C.C.,091132014003
"921/03/201409113-2014-0038  EMBARGO Y REMATE DE PRENDA ARTS. 573, 575, 596 C.COMERCIO",091132014003
1021/03/201409113-2014-0039  CONFESION JUDICIAL ART 122 CP.C. ART. 1730 CC,091132014003
126/03/201409113-2014-0047,091132014004
226/03/201409113-2014-0048  LETRA DE CAMBIO ART. 410 CODIGO DE COMERCIO ART. 413.CPC.,091132014004
326/03/201409113-2014-0049  AUTORIZACIONES O INSCRIPCIONES,091132014004
424/03/201409113-2014-0045  HABEAS CORPUS,091132014004
524/03/201409113-2014-0046  PRESCRIPCIÓN ADQUISITIVA DE DOMINIO,091132014004
621/03/201409113-2014-0040  VERBAL SUMARIO,091132014004
721/03/201409113-2014-0041  PAGARE A LA ORDEN ART. 486 CODIGO DE COMERCIO ART. 413.CPC.,091132014004
"821/03/201409113-2014-0042  PRESCRIPCION ORDINARIA ADQUISITIVA DE DOMINIO ART. 2407 CC, 2408 Y 249 CC",091132014004
921/03/201409113-2014-0043  DAÑO MORAL ART. 221 C.P.C,091132014004
1021/03/201409113-2014-0044  COPIA DE ESTADO DE CUENTA O LIQUIDACION DE CONSUMO TARJETAS DE CREDITO ART. 828 C.P.C,091132014004
126/03/201409113-2014-0050  CUMPLIMIENTO DE CONTRATO,091132014005
"226/03/201409113-2014-0051  CONCURSO DE ACREEDORES ART. 507 C.P.C, 1512 NUMERAL 1 Y 1630 CC",091132014005
326/03/201409113-2014-0052  HABEAS CORPUS,091132014005
426/03/201409113-2014-0053  PAGARE A LA ORDEN ART. 486 CODIGO DE COMERCIO ART. 413.CPC.,091132014005
526/03/201409113-2014-0054  ACCION DE PROTECCION,091132014005
"626/03/201409113-2014-0055  EMBARGO Y REMATE DE PRENDA ARTS. 573, 575, 596 C.COMERCIO",091132014005
726/03/201409113-2014-0056  VERBAL SUMARIO,091132014005
826/03/201409113-2014-0057  HONORARIOS ART. 847 C.P.C.,091132014005
926/03/201409113-2014-0058  AMPARO POSESORIO,091132014005
1026/03/201409113-2014-0059  EMBARGO Y REMATE CON RESERVA DE DOMINIO LITERAL J ART. 202 C.COMERCIO,091132014005
127/03/201409113-2014-0063  COPIA DE ESTADO DE CUENTA O LIQUIDACION DE CONSUMO TARJETAS DE CREDITO ART. 828 C.P.C,091132014006
227/03/201409113-2014-0064  EJECUTIVO ART. 413 C.P.C.,091132014006
327/03/201409113-2014-0065  EMBARGO Y REMATE CON RESERVA DE DOMINIO LITERAL J ART. 202 C.COMERCIO,091132014006
427/03/201409113-2014-0066  CONFESION JUDICIAL ART 122 CP.C. ART. 1730 CC,091132014006
527/03/201409113-2014-0067  PAGARE A LA ORDEN ART. 486 CODIGO DE COMERCIO ART. 413.CPC.,091132014006
627/03/201409113-2014-0068  ASUNTOS DE COMERCIO QUE NO TIENEN TRAMITE ESPECIAL ART. 828 C.P.C,091132014006
"727/03/201409113-2014-0069  PAGARE E HIPOTECA ART. 486, 413 Y 423 C.P.C Y 2309 C. C.",091132014006
826/03/201409113-2014-0060  PAGARE A LA ORDEN ART. 486 CODIGO DE COMERCIO ART. 413.CPC.,091132014006
926/03/201409113-2014-0061  AUTORIZACIONES O INSCRIPCIONES,091132014006
1026/03/201409113-2014-0062  CONTRATO DE PRESTAMO 2099 CC. ART. 553CODIGO DE COMERCIO ART. 413.CPC.,091132014006
102/04/201409113-2014-0077  ACCION DE PROTECCION,091132014007
"202/04/201409113-2014-0078  CONCURSO DE ACREEDORES ART. 507 C.P.C, 1512 NUMERAL 1 Y 1630 CC",091132014007
"302/04/201409113-2014-0079  REINVINDICACION ART. 934, A 936 CC, ART. 31 INCISO 1RO C.P.C.",091132014007
401/04/201409113-2014-0076  COPIA DE ESTADO DE CUENTA O LIQUIDACION DE CONSUMO TARJETAS DE CREDITO ART. 828 C.P.C,091132014007
531/03/201409113-2014-0071  VERBAL SUMARIO,091132014007
631/03/201409113-2014-0072  HABEAS CORPUS,091132014007
731/03/201409113-2014-0073  OTROS,091132014007
831/03/201409113-2014-0074  OBRA NUEVA,091132014007
931/03/201409113-2014-0075  PRESCRIPCIONES,091132014007
1027/03/201409113-2014-0070  HONORARIOS ART. 847 C.P.C.,091132014007
"108/04/201409113-2014-0089  REINVINDICACION ART. 934, A 936 CC, ART. 31 INCISO 1RO C.P.C.",091132014008
207/04/201409113-2014-0088  HABEAS CORPUS,091132014008
304/04/201409113-2014-0084  CONTRATOS,091132014008
404/04/201409113-2014-0085  ACCION DE PROTECCION Y MEDIDAS CAUTELARES,091132014008
504/04/201409113-2014-0086  VERBAL SUMARIO,091132014008
604/04/201409113-2014-0087  VERBAL SUMARIO,091132014008
703/04/201409113-2014-0080  CONVENIO DE MUTUO E HIPOTECA ART.423 C.P.C. Y 2309 C. C.,091132014008
"803/04/201409113-2014-0081  PRESCRIPCION ORDINARIA ADQUISITIVA DE DOMINIO ART. 2407 CC, 2408 Y 249 CC",091132014008
903/04/201409113-2014-0082  AMPARO POSESORIO ART.680 C.P.C.,091132014008
1003/04/201409113-2014-0083  PAGARE A LA ORDEN ART. 486 CODIGO DE COMERCIO ART. 413.CPC.,091132014008
108/04/201409113-2014-0090  NULIDAD ART.1697 C.C. Y SS,091132014009
208/04/201409113-2014-0091  CONTRATO DE PRESTAMO 2099 CC. ART. 553CODIGO DE COMERCIO ART. 413.CPC.,091132014009
308/04/201409113-2014-0092  TERCERIA EXCLUYENTE ART. 502 C.P.C.,091132014009
408/04/201409113-2014-0093  NULIDAD DE INSTRUMENTO PUBLICO O PRIVADO ART. 1697 C.C.,091132014009
