descripcion,causa
130/12/200909132-2010-0004  VERBAL SUMARIO,091322010000
230/12/200909132-2010-0003  VERBAL SUMARIO,091322010000
315/10/200909132-2010-0001  ACCION DE PROTECCION,091322010000
401/04/200909132-2010-0002  ACCION DE PROTECCION,091322010000
524/10/200809132-2010-0008  VERBAL SUMARIO,091322010000
626/02/200809132-2010-0007  VERBAL SUMARIO,091322010000
712/02/200809132-2010-0006  VERBAL SUMARIO,091322010000
819/09/200709132-2010-0009  VERBAL SUMARIO,091322010000
908/12/200609132-2010-0005  VERBAL SUMARIO,091322010000
131/12/200909132-2010-0019  ORDINARIO,091322010001
218/02/200909132-2010-0012  VERBAL SUMARIO,091322010001
304/08/200809132-2010-0011  VERBAL SUMARIO,091322010001
415/05/200809132-2010-0013  VERBAL SUMARIO,091322010001
513/05/200809132-2010-0018  VERBAL SUMARIO,091322010001
619/11/200709132-2010-0010  VERBAL SUMARIO,091322010001
717/10/200709132-2010-0017  VERBAL SUMARIO,091322010001
808/08/200609132-2010-0016  VERBAL SUMARIO,091322010001
903/02/200609132-2010-0015  VERBAL SUMARIO,091322010001
1006/12/200509132-2010-0014  VERBAL SUMARIO,091322010001
131/12/200909132-2010-0027  ALIMENTOS,091322010002
231/12/200909132-2010-0020  VERBAL SUMARIO,091322010002
330/12/200909132-2010-0026  ALIMENTOS,091322010002
401/12/200909132-2010-0028  ACCION DE PROTECCION,091322010002
523/10/200909132-2010-0025  ALIMENTOS,091322010002
620/10/200909132-2010-0029  ACCION DE PROTECCION,091322010002
729/09/200909132-2010-0024  <POR DEFINIR>,091322010002
825/08/200909132-2010-0023  DELITOS TRIBUTARIOS,091322010002
921/08/200909132-2010-0022  SANCIONES,091322010002
1001/07/200909132-2010-0021  PRESCRIPCION DE OBLIGACION TRIBUTARIA,091322010002
119/01/201009132-2010-0033  VERBAL SUMARIO,091322010003
218/01/201009132-2010-0032  ACCION DE PROTECCION,091322010003
318/01/201009132-2010-0034  VERBAL SUMARIO,091322010003
415/01/201009132-2010-0036  ALIMENTOS,091322010003
515/01/201009132-2010-0035  VERBAL SUMARIO,091322010003
623/11/200909132-2010-0030  ACCION DE PROTECCION,091322010003
701/10/200909132-2010-0031  ACCION DE PROTECCION,091322010003
804/03/200809132-2010-0039  VERBAL SUMARIO,091322010003
930/10/200709132-2010-0038  VERBAL SUMARIO,091322010003
1021/08/200609132-2010-0037  VERBAL SUMARIO,091322010003
118/01/201009132-2010-0047  ALIMENTOS,091322010004
214/01/201009132-2010-0048  ALIMENTOS,091322010004
314/01/201009132-2010-0049  ALIMENTOS,091322010004
405/08/200809132-2010-0040  VERBAL SUMARIO,091322010004
528/05/200809132-2010-0046  VERBAL SUMARIO,091322010004
620/05/200809132-2010-0045  VERBAL SUMARIO,091322010004
725/02/200809132-2010-0044  VERBAL SUMARIO,091322010004
811/12/200609132-2010-0042  VERBAL SUMARIO,091322010004
915/02/200609132-2010-0041  VARIOS,091322010004
119/01/201009132-2010-0057  ALIMENTOS,091322010005
219/01/201009132-2010-0059  VERBAL SUMARIO,091322010005
319/01/201009132-2010-0058  VERBAL SUMARIO,091322010005
418/01/201009132-2010-0056  ALIMENTOS,091322010005
529/10/200909132-2010-0054  ALIMENTOS,091322010005
613/10/200909132-2010-0055  ALIMENTOS,091322010005
721/08/200909132-2010-0052  ALIMENTOS,091322010005
814/08/200909132-2010-0051  ALIMENTOS,091322010005
928/07/200909132-2010-0050  ALIMENTOS,091322010005
1027/07/200909132-2010-0053  ALIMENTOS,091322010005
122/01/201009132-2010-0067  ACCION DE PROTECCION,091322010006
222/01/201009132-2010-0068  ACCION DE PROTECCION,091322010006
319/01/201009132-2010-0064  ALIMENTOS,091322010006
419/01/201009132-2010-0060  VERBAL SUMARIO,091322010006
519/01/201009132-2010-0061  VERBAL SUMARIO,091322010006
619/01/201009132-2010-0062  VERBAL SUMARIO,091322010006
714/01/201009132-2010-0063  ALIMENTOS,091322010006
814/01/201009132-2010-0065  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,091322010006
902/10/200909132-2010-0066  ACCION DE PROTECCION,091322010006
1007/05/200909132-2010-0069  ACCION DE PROTECCION,091322010006
122/01/201009132-2010-0079  VERBAL SUMARIO,091322010007
231/10/200809132-2010-0074  VERBAL SUMARIO,091322010007
318/08/200809132-2010-0070  VERBAL SUMARIO,091322010007
401/07/200809132-2010-0078  VERBAL SUMARIO,091322010007
526/06/200809132-2010-0077  VERBAL SUMARIO,091322010007
623/06/200809132-2010-0076  VERBAL SUMARIO,091322010007
710/06/200809132-2010-0073  VERBAL SUMARIO,091322010007
807/05/200809132-2010-0075  VERBAL SUMARIO,091322010007
904/03/200809132-2010-0072  VERBAL SUMARIO,091322010007
1021/12/200709132-2010-0071  VERBAL SUMARIO,091322010007
126/01/201009132-2010-0084  ALIMENTOS,091322010008
225/01/201009132-2010-0087  ALIMENTOS,091322010008
325/01/201009132-2010-0088  ALIMENTOS,091322010008
422/01/201009132-2010-0082  ALIMENTOS,091322010008
522/01/201009132-2010-0089  ALIMENTOS,091322010008
607/11/200909132-2010-0086  ALIMENTOS,091322010008
731/08/200909132-2010-0085  ALIMENTOS,091322010008
831/08/200909132-2010-0083  ALIMENTOS,091322010008
928/08/200909132-2010-0081  ALIMENTOS,091322010008
1013/02/200709132-2010-0080  AUMENTO DE PENSION ALIMENTICIA,091322010008
104/02/201009132-2010-0096  VERBAL SUMARIO,091322010009
204/02/201009132-2010-0097  VERBAL SUMARIO,091322010009
304/02/201009132-2010-0098  VERBAL SUMARIO,091322010009
402/02/201009132-2010-0099  VERBAL SUMARIO,091322010009
529/01/201009132-2010-0090  HABEAS CORPUS,091322010009
610/12/200909132-2010-0092  ACCION DE PROTECCION,091322010009
725/11/200909132-2010-0091  ACCION DE PROTECCION,091322010009
820/02/200909132-2010-0094  VERBAL SUMARIO,091322010009
924/09/200809132-2010-0093  VERBAL SUMARIO,091322010009
1007/06/200709132-2010-0095  VERBAL SUMARIO,091322010009
110/02/201009132-2010-0109  HABEAS CORPUS,091322010010
204/02/201009132-2010-0101  ALIMENTOS,091322010010
304/02/201009132-2010-0102  ALIMENTOS,091322010010
404/02/201009132-2010-0104  ALIMENTOS,091322010010
504/02/201009132-2010-0105  VERBAL SUMARIO,091322010010
602/02/201009132-2010-0100  <POR DEFINIR>,091322010010
702/02/201009132-2010-0106  VERBAL SUMARIO,091322010010
807/12/200909132-2010-0107  ACCION DE PROTECCION,091322010010
914/07/200909132-2010-0108  ACCION DE PROTECCION,091322010010
120/02/201009132-2010-0113  COMPETENCIA,091322010011
220/02/201009132-2010-0114  ALIMENTOS,091322010011
320/02/201009132-2010-0115  VERBAL SUMARIO,091322010011
411/02/201009132-2010-0112  ACCION DE PROTECCION,091322010011
510/02/201009132-2010-0110  ACCION DE PROTECCION,091322010011
625/01/201009132-2010-0111  ACCION DE PROTECCION,091322010011
719/01/200909132-2010-0119  VERBAL SUMARIO,091322010011
809/01/200909132-2010-0116  VERBAL SUMARIO,091322010011
909/09/200809132-2010-0118  VERBAL SUMARIO,091322010011
1004/04/200609132-2010-0117  VERBAL SUMARIO,091322010011
120/02/201009132-2010-0124  ALIMENTOS,091322010012
220/02/201009132-2010-0121  VERBAL SUMARIO,091322010012
320/02/201009132-2010-0122  VERBAL SUMARIO,091322010012
420/02/201009132-2010-0123  VERBAL SUMARIO,091322010012
502/10/200809132-2010-0120  VERBAL SUMARIO,091322010012
126/02/201009132-2010-0136  ACCION DE PROTECCION,091322010013
225/02/201009132-2010-0134  HABEAS CORPUS,091322010013
323/02/201009132-2010-0138  ALIMENTOS,091322010013
423/02/201009132-2010-0137  VERBAL SUMARIO,091322010013
523/02/201009132-2010-0139  VERBAL SUMARIO,091322010013
622/02/201009132-2010-0133  HABEAS CORPUS,091322010013
720/02/201009132-2010-0132  ALIMENTOS,091322010013
804/01/201009132-2010-0135  ACCION DE PROTECCION,091322010013
122/02/201009132-2010-0140  ALIMENTOS,091322010014
226/06/200909132-2010-0148  VERBAL SUMARIO,091322010014
305/08/200809132-2010-0143  VERBAL SUMARIO,091322010014
407/05/200809132-2010-0149  VERBAL SUMARIO,091322010014
508/04/200809132-2010-0142  VERBAL SUMARIO,091322010014
624/07/200709132-2010-0141  VERBAL SUMARIO,091322010014
711/07/200709132-2010-0147  VERBAL SUMARIO,091322010014
820/12/200609132-2010-0146  VERBAL SUMARIO,091322010014
926/10/200609132-2010-0145  VERBAL SUMARIO,091322010014
1003/07/200609132-2010-0144  VERBAL SUMARIO,091322010014
126/02/201009132-2010-0157  ALIMENTOS,091322010015
226/02/201009132-2010-0158  ALIMENTOS,091322010015
323/02/201009132-2010-0155  VERBAL SUMARIO,091322010015
427/01/200909132-2010-0154  VERBAL SUMARIO,091322010015
507/01/200909132-2010-0153  VERBAL SUMARIO,091322010015
625/11/200809132-2010-0152  VERBAL SUMARIO,091322010015
711/07/200809132-2010-0151  VERBAL SUMARIO,091322010015
826/06/200809132-2010-0150  VERBAL SUMARIO,091322010015
111/03/201009132-2010-0164  HABEAS CORPUS,091322010016
208/03/201009132-2010-0168  ACCION DE PROTECCION,091322010016
308/03/201009132-2010-0169  VERBAL SUMARIO,091322010016
427/02/201009132-2010-0163  ALIMENTOS,091322010016
524/02/201009132-2010-0162  ALIMENTOS,091322010016
609/02/201009132-2010-0167  ACCION DE PROTECCION,091322010016
729/01/201009132-2010-0166  HABEAS CORPUS,091322010016
808/01/201009132-2010-0165  ACCION DE PROTECCION,091322010016
109/04/200909132-2010-0172  VERBAL SUMARIO,091322010017
215/01/200909132-2010-0178  VERBAL SUMARIO,091322010017
327/10/200809132-2010-0171  VERBAL SUMARIO,091322010017
420/10/200809132-2010-0177  VERBAL SUMARIO,091322010017
503/10/200809132-2010-0179  VERBAL SUMARIO,091322010017
610/04/200809132-2010-0176  VERBAL SUMARIO,091322010017
715/10/200709132-2010-0170  VERBAL SUMARIO,091322010017
829/08/200709132-2010-0175  VERBAL SUMARIO,091322010017
915/06/200709132-2010-0174  VERBAL SUMARIO,091322010017
1014/03/200609132-2010-0173  VERBAL SUMARIO,091322010017
110/03/201009132-2010-0185  ALIMENTOS,091322010018
210/03/201009132-2010-0180  VERBAL SUMARIO,091322010018
309/03/201009132-2010-0186  ALIMENTOS,091322010018
409/03/201009132-2010-0181  VERBAL SUMARIO,091322010018
509/03/201009132-2010-0182  INDEMNIZACIONES,091322010018
609/03/201009132-2010-0183  VERBAL SUMARIO,091322010018
708/03/201009132-2010-0189  ALIMENTOS,091322010018
820/10/200909132-2010-0184  VERBAL SUMARIO,091322010018
119/03/201009132-2010-0194  HABEAS CORPUS,091322010019
208/03/201009132-2010-0190  ALIMENTOS,091322010019
308/03/201009132-2010-0192  ALIMENTOS,091322010019
408/03/201009132-2010-0191  <POR DEFINIR>,091322010019
514/01/201009132-2010-0195  ACCION DE PROTECCION,091322010019
624/12/200909132-2010-0193  ACCION DE PROTECCION,091322010019
730/06/200809132-2010-0199  VERBAL SUMARIO,091322010019
826/06/200809132-2010-0198  VERBAL SUMARIO,091322010019
924/04/200809132-2010-0197  VERBAL SUMARIO,091322010019
1001/04/200809132-2010-0196  VERBAL SUMARIO,091322010019
122/03/201009132-2010-0200  VERBAL SUMARIO,091322010020
222/03/201009132-2010-0201  VERBAL SUMARIO,091322010020
322/03/201009132-2010-0204  VERBAL SUMARIO,091322010020
422/03/201009132-2010-0206  VERBAL SUMARIO,091322010020
522/03/201009132-2010-0207  VERBAL SUMARIO,091322010020
619/03/201009132-2010-0205  VERBAL SUMARIO,091322010020
706/03/200809132-2010-0203  VERBAL SUMARIO,091322010020
823/08/200709132-2010-0202  VERBAL SUMARIO,091322010020
122/03/201009132-2010-0200  VERBAL SUMARIO,091322010020
222/03/201009132-2010-0201  VERBAL SUMARIO,091322010020
322/03/201009132-2010-0204  VERBAL SUMARIO,091322010020
422/03/201009132-2010-0206  VERBAL SUMARIO,091322010020
522/03/201009132-2010-0207  VERBAL SUMARIO,091322010020
619/03/201009132-2010-0205  VERBAL SUMARIO,091322010020
706/03/200809132-2010-0203  VERBAL SUMARIO,091322010020
823/08/200709132-2010-0202  VERBAL SUMARIO,091322010020
125/03/201009132-2010-0219  HABEAS CORPUS,091322010021
222/03/201009132-2010-0216  VERBAL SUMARIO,091322010021
322/03/201009132-2010-0217  VERBAL SUMARIO,091322010021
419/03/201009132-2010-0211  AYUDA PRENATAL,091322010021
519/03/201009132-2010-0212  ALIMENTOS,091322010021
619/03/201009132-2010-0213  ALIMENTOS,091322010021
719/03/201009132-2010-0218  ALIMENTOS,091322010021
829/09/200909132-2010-0214  TENENCIA,091322010021
130/03/201009132-2010-0220  HABEAS CORPUS,091322010022
228/10/200909132-2010-0223  VERBAL SUMARIO,091322010022
325/09/200909132-2010-0222  VERBAL SUMARIO,091322010022
424/06/200809132-2010-0221  VERBAL SUMARIO,091322010022
505/10/200709132-2010-0229  VERBAL SUMARIO,091322010022
619/09/200709132-2010-0228  VERBAL SUMARIO,091322010022
706/07/200709132-2010-0227  VERBAL SUMARIO,091322010022
828/06/200709132-2010-0226  VERBAL SUMARIO,091322010022
921/08/200609132-2010-0225  VERBAL SUMARIO,091322010022
1024/11/200509132-2010-0224  VERBAL SUMARIO,091322010022
129/03/201009132-2010-0236  ALIMENTOS,091322010023
229/03/201009132-2010-0235  VERBAL SUMARIO,091322010023
326/03/201009132-2010-0239  ALIMENTOS,091322010023
430/05/200809132-2010-0230  VERBAL SUMARIO,091322010023
510/04/200809132-2010-0234  INDEMNIZACIONES,091322010023
608/04/200809132-2010-0233  VERBAL SUMARIO,091322010023
719/10/200709132-2010-0232  VERBAL SUMARIO,091322010023
806/12/200509132-2010-0231  VERBAL SUMARIO,091322010023
106/04/201009132-2010-0246  HABEAS CORPUS,091322010024
201/04/201009132-2010-0245  HABEAS CORPUS,091322010024
330/03/201009132-2010-0242  ALIMENTOS,091322010024
426/03/201009132-2010-0241  ALIMENTOS,091322010024
526/03/201009132-2010-0243  ALIMENTOS,091322010024
626/03/201009132-2010-0240  INCAUTACIONES,091322010024
725/03/201009132-2010-0244  ALIMENTOS,091322010024
802/03/201009132-2010-0248  ACCION DE PROTECCION,091322010024
