descripcion,causa
109/04/201009969-2010-0009  ALIMENTOS,099692010000
207/04/201009969-2010-0004  ALIMENTOS,099692010000
307/04/201009969-2010-0005  ALIMENTOS,099692010000
407/04/201009969-2010-0006  ALIMENTOS,099692010000
507/04/201009969-2010-0008  ALIMENTOS,099692010000
606/04/201009969-2010-0002  ALIMENTOS,099692010000
706/04/201009969-2010-0003  ALIMENTOS,099692010000
806/04/201009969-2010-0007  ALIMENTOS,099692010000
109/04/201009969-2010-0010  ALIMENTOS,099692010001
209/04/201009969-2010-0011  ALIMENTOS,099692010001
309/04/201009969-2010-0012  ALIMENTOS,099692010001
409/04/201009969-2010-0013  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,099692010001
509/04/201009969-2010-0014  ALIMENTOS,099692010001
609/04/201009969-2010-0015  ALIMENTOS,099692010001
709/04/201009969-2010-0016  ALIMENTOS,099692010001
809/04/201009969-2010-0017  ALIMENTOS,099692010001
909/04/201009969-2010-0019  ALIMENTOS,099692010001
1012/03/201009969-2010-0018  ALIMENTOS,099692010001
109/04/201009969-2010-0020  ALIMENTOS,099692010002
209/04/201009969-2010-0021  RECUPERACION DEL MENOR O ENTREGA,099692010002
309/04/201009969-2010-0022  ALIMENTOS,099692010002
409/04/201009969-2010-0023  ALIMENTOS,099692010002
509/04/201009969-2010-0024  CONSIGNACION VOLUNTARIA,099692010002
609/04/201009969-2010-0025  ALIMENTOS,099692010002
709/04/201009969-2010-0026  CONSIGNACION VOLUNTARIA,099692010002
809/04/201009969-2010-0027  ALIMENTOS,099692010002
909/04/201009969-2010-0028  CONSIGNACION VOLUNTARIA,099692010002
1009/04/201009969-2010-0029  ALIMENTOS,099692010002
127/05/201009969-2010-0038  ALIMENTOS,099692010003
209/04/201009969-2010-0030  ALIMENTOS,099692010003
309/04/201009969-2010-0031  ALIMENTOS,099692010003
409/04/201009969-2010-0032  ALIMENTOS,099692010003
509/04/201009969-2010-0033  ALIMENTOS,099692010003
609/04/201009969-2010-0034  ALIMENTOS,099692010003
709/04/201009969-2010-0035  ALIMENTOS,099692010003
809/04/201009969-2010-0036  ALIMENTOS,099692010003
909/04/201009969-2010-0037  TENENCIA,099692010003
1009/04/201009969-2010-0039  ALIMENTOS,099692010003
109/04/201009969-2010-0040  CONSIGNACION VOLUNTARIA,099692010004
209/04/201009969-2010-0041  ALIMENTOS,099692010004
309/04/201009969-2010-0042  ALIMENTOS,099692010004
409/04/201009969-2010-0043  ALIMENTOS,099692010004
509/04/201009969-2010-0044  ALIMENTOS,099692010004
609/04/201009969-2010-0045  ALIMENTOS,099692010004
709/04/201009969-2010-0046  ALIMENTOS,099692010004
809/04/201009969-2010-0047HNALIMENTOS,099692010004
909/04/201009969-2010-0048  ALIMENTOS,099692010004
1009/04/201009969-2010-0049  ALIMENTOS,099692010004
130/04/201009969-2010-0058  ALIMENTOS,099692010005
209/04/201009969-2010-0050  ALIMENTOS,099692010005
309/04/201009969-2010-0051  INCIDENTE DE REBAJA DE PENSIÓN ALIMENTICIA,099692010005
409/04/201009969-2010-0052  ALIMENTOS,099692010005
509/04/201009969-2010-0053  ALIMENTOS,099692010005
609/04/201009969-2010-0054  ALIMENTOS,099692010005
709/04/201009969-2010-0055  ALIMENTOS,099692010005
809/04/201009969-2010-0056  ALIMENTOS,099692010005
909/04/201009969-2010-0057  ALIMENTOS,099692010005
1009/04/201009969-2010-0059  ALIMENTOS,099692010005
109/04/201009969-2010-0060  ALIMENTOS,099692010006
209/04/201009969-2010-0061  ALIMENTOS,099692010006
309/04/201009969-2010-0062  ALIMENTOS,099692010006
409/04/201009969-2010-0063  ALIMENTOS,099692010006
509/04/201009969-2010-0064  INCIDENTE DE AUMENTO DE PENSIÓN ALIMENTICIA,099692010006
609/04/201009969-2010-0065  ALIMENTOS,099692010006
709/04/201009969-2010-0066  ALIMENTOS,099692010006
809/04/201009969-2010-0067  ALIMENTOS,099692010006
909/04/201009969-2010-0068  ALIMENTOS,099692010006
1009/04/201009969-2010-0069  ALIMENTOS,099692010006
109/04/201009969-2010-0070  ALIMENTOS,099692010007
209/04/201009969-2010-0071  ALIMENTOS,099692010007
309/04/201009969-2010-0072  CONSIGNACION VOLUNTARIA,099692010007
409/04/201009969-2010-0073  ALIMENTOS,099692010007
509/04/201009969-2010-0074  ALIMENTOS,099692010007
609/04/201009969-2010-0075  MEDIDAS DE PROTECCIÓN,099692010007
709/04/201009969-2010-0076  CONSIGNACION VOLUNTARIA,099692010007
809/04/201009969-2010-0077  RECUPERACION DEL MENOR O ENTREGA,099692010007
909/04/201009969-2010-0078  ALIMENTOS,099692010007
1009/04/201009969-2010-0079  ALIMENTOS,099692010007
109/04/201009969-2010-0080  ALIMENTOS,099692010008
209/04/201009969-2010-0081  ALIMENTOS,099692010008
309/04/201009969-2010-0082  ALIMENTOS,099692010008
409/04/201009969-2010-0083  ALIMENTOS,099692010008
509/04/201009969-2010-0084  ALIMENTOS,099692010008
609/04/201009969-2010-0085  TENENCIA,099692010008
709/04/201009969-2010-0087  ALIMENTOS,099692010008
809/04/201009969-2010-0088  ALIMENTOS,099692010008
909/04/201009969-2010-0089  RECUPERACION DEL MENOR O ENTREGA,099692010008
1021/04/200909969-2010-0086  ALIMENTOS,099692010008
119/04/201009969-2010-0092  ALIMENTOS,099692010009
209/04/201009969-2010-0090  ALIMENTOS,099692010009
309/04/201009969-2010-0091  ALIMENTOS,099692010009
409/04/201009969-2010-0093  ALIMENTOS,099692010009
509/04/201009969-2010-0094  CONSIGNACION VOLUNTARIA,099692010009
609/04/201009969-2010-0095  ALIMENTOS,099692010009
709/04/201009969-2010-0096  ALIMENTOS,099692010009
809/04/201009969-2010-0097  ALIMENTOS,099692010009
909/04/201009969-2010-0098  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,099692010009
1009/04/201009969-2010-0099  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,099692010009
109/04/201009969-2010-0100  ALIMENTOS,099692010010
209/04/201009969-2010-0101  ALIMENTOS,099692010010
309/04/201009969-2010-0102  ALIMENTOS,099692010010
