descripcion,causa
123/12/201009504-2010-0009P DEPRECATORIO,095042010000
216/12/201009504-2010-0004  TRIBUTARIO,095042010000
302/12/201009504-2010-0008P DEPRECATORIO,095042010000
424/11/201009504-2010-0007P DEPRECATORIO,095042010000
516/11/201009504-2010-0006P DEPRECATORIO,095042010000
618/10/201009504-2010-0005P DEPRECATORIO,095042010000
727/09/201009504-2010-0004P DEPRECATORIO,095042010000
808/09/201009504-2010-0003P DEPRECATORIO,095042010000
908/09/201009504-2010-0002P DEPRECATORIO,095042010000
1026/08/201009504-2010-0001P DEPRECATORIO,095042010000
1107/01/201009504-2010-0003  RESOLUCIONES,095042010000
1207/01/201009504-2010-0005  RESOLUCIONES,095042010000
1307/01/201009504-2010-0006  RESOLUCIONES,095042010000
1407/01/201009504-2010-0008  RESOLUCIONES,095042010000
1505/01/201009504-2010-0001  LIQUIDACIONES,095042010000
1605/01/201009504-2010-0002  RESOLUCIONES,095042010000
1705/01/201009504-2010-0009  TRIBUTARIO,095042010000
1801/01/201009504-2010-0007  ACTAS,095042010000
128/12/201009504-2010-0012  TRIBUTARIO,095042010001
201/04/201009504-2010-0015  TRIBUTARIO,095042010001
325/01/201009504-2010-0017  RESOLUCIONES,095042010001
425/01/201009504-2010-0019  RESOLUCIONES,095042010001
507/01/201009504-2010-0010  RESOLUCIONES,095042010001
607/01/201009504-2010-0011  RESOLUCIONES,095042010001
707/01/201009504-2010-0016  ADUANERO,095042010001
807/01/201009504-2010-0018  RESOLUCIONES,095042010001
905/01/201009504-2010-0013  RESOLUCIONES,095042010001
1005/01/201009504-2010-0014  RESOLUCIONES,095042010001
127/05/201009504-2010-0028  ADUANERO,095042010002
201/02/201009504-2010-0026  LIQUIDACIONES,095042010002
328/01/201009504-2010-0029  RESOLUCIONES,095042010002
422/01/201009504-2010-0027  TRIBUTARIO,095042010002
520/01/201009504-2010-0025  TRIBUTARIO,095042010002
618/01/201009504-2010-0024  NULIDAD DE PROCEDIMIENTO COACTIVO,095042010002
715/01/201009504-2010-0023  RESOLUCIONES,095042010002
813/01/201009504-2010-0021  RESOLUCIONES,095042010002
907/01/201009504-2010-0022  RESOLUCIONES,095042010002
126/08/201009504-2010-0033  TRIBUTARIO,095042010003
225/02/201009504-2010-0039  ACTAS,095042010003
323/02/201009504-2010-0038  RESOLUCIONES,095042010003
419/02/201009504-2010-0037  RESOLUCIONES,095042010003
517/02/201009504-2010-0036  RESOLUCIONES,095042010003
611/02/201009504-2010-0035  RESOLUCIONES,095042010003
709/02/201009504-2010-0034  MUNICIPAL,095042010003
804/02/201009504-2010-0032  RESOLUCIONES,095042010003
901/02/201009504-2010-0030  ADUANERO,095042010003
1001/02/201009504-2010-0031  RESOLUCIONES,095042010003
112/04/201009504-2010-0045  RESOLUCIONES,095042010004
212/04/201009504-2010-0047  ADUANERO,095042010004
312/04/201009504-2010-0048  TRIBUTARIO,095042010004
405/04/201009504-2010-0049  TRIBUTARIO,095042010004
526/03/201009504-2010-0046  RESOLUCIONES,095042010004
611/03/201009504-2010-0043  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095042010004
711/03/201009504-2010-0044  RESOLUCIONES,095042010004
809/03/201009504-2010-0042  LIQUIDACIONES,095042010004
903/03/201009504-2010-0041  RESOLUCIONES,095042010004
1026/02/201009504-2010-0040  LIQUIDACIONES,095042010004
109/05/201009504-2010-0051  RESOLUCIONES,095042010005
203/05/201009504-2010-0059  LIQUIDACIONES,095042010005
328/04/201009504-2010-0058  RESOLUCIONES,095042010005
426/04/201009504-2010-0057  NULIDAD DE PROCEDIMIENTO COACTIVO,095042010005
522/04/201009504-2010-0056  ACTAS,095042010005
621/04/201009504-2010-0054  RESOLUCIONES,095042010005
721/04/201009504-2010-0055  RESOLUCIONES,095042010005
819/04/201009504-2010-0052  ACTAS,095042010005
914/04/201009504-2010-0053  RESOLUCIONES,095042010005
1006/04/201009504-2010-0050  NULIDAD DE PROCEDIMIENTO COACTIVO,095042010005
111/08/201009504-2010-0062  RESOLUCIONES,095042010006
203/06/201009504-2010-0063  RESOLUCIONES,095042010006
326/05/201009504-2010-0069  ACTAS,095042010006
420/05/201009504-2010-0068  ACTAS,095042010006
519/05/201009504-2010-0067  RESOLUCIONES,095042010006
618/05/201009504-2010-0066  ACTAS,095042010006
717/05/201009504-2010-0065  ADUANERO,095042010006
812/05/201009504-2010-0061  RESOLUCIONES,095042010006
911/05/201009504-2010-0064  ACTAS,095042010006
1007/05/201009504-2010-0060  ADUANERO,095042010006
106/07/201009504-2010-0072  ACTAS,095042010007
206/07/201009504-2010-0076  RESOLUCIONES,095042010007
306/07/201009504-2010-0078  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095042010007
418/06/201009504-2010-0079  RESOLUCIONES,095042010007
516/06/201009504-2010-0077  RESOLUCIONES,095042010007
608/06/201009504-2010-0075  TRIBUTARIO,095042010007
704/06/201009504-2010-0074  LIQUIDACIONES,095042010007
803/06/201009504-2010-0070  TRIBUTARIO,095042010007
903/06/201009504-2010-0073  RESOLUCIONES,095042010007
1001/05/201009504-2010-0071  ACTAS,095042010007
113/07/201009504-2010-0089  RESOLUCIONES,095042010008
212/07/201009504-2010-0088  ACCION DIRECTA,095042010008
309/07/201009504-2010-0087  RESOLUCIONES,095042010008
409/07/201009504-2010-0086  TRIBUTARIO,095042010008
506/07/201009504-2010-0081  RESOLUCIONES,095042010008
606/07/201009504-2010-0083  RESOLUCIONES,095042010008
706/07/201009504-2010-0084  RESOLUCIONES,095042010008
806/07/201009504-2010-0085  ACTAS,095042010008
928/06/201009504-2010-0082  <POR DEFINIR>,095042010008
1024/06/201009504-2010-0080  SANCIONES,095042010008
109/08/201009504-2010-0099  RESOLUCIONES,095042010009
203/08/201009504-2010-0096  RESOLUCIONES,095042010009
303/08/201009504-2010-0097  TRIBUTARIO,095042010009
403/08/201009504-2010-0098  RESOLUCIONES,095042010009
528/07/201009504-2010-0094  LIQUIDACIONES,095042010009
628/07/201009504-2010-0095  RESOLUCIONES,095042010009
726/07/201009504-2010-0093  ACTAS,095042010009
820/07/201009504-2010-0092  RESOLUCIONES,095042010009
920/07/201009504-2010-0091  ACTAS,095042010009
1019/07/201009504-2010-0090  RESOLUCIONES,095042010009
101/09/201009504-2010-0109  RESOLUCIONES,095042010010
230/08/201009504-2010-0108  ILICITO ADUANERO,095042010010
330/08/201009504-2010-0107  RESOLUCIONES,095042010010
427/08/201009504-2010-0106  TRIBUTARIO,095042010010
526/08/201009504-2010-0105  RESOLUCIONES,095042010010
625/08/201009504-2010-0104  RESOLUCIONES,095042010010
719/08/201009504-2010-0103  <POR DEFINIR>,095042010010
817/08/201009504-2010-0101  TRIBUTARIO,095042010010
910/08/201009504-2010-0100  RESOLUCIONES,095042010010
1006/08/201009504-2010-0102  <POR DEFINIR>,095042010010
124/09/201009504-2010-0119  TRIBUTARIO,095042010011
222/09/201009504-2010-0118  RESOLUCIONES,095042010011
321/09/201009504-2010-0117  RESOLUCIONES,095042010011
417/09/201009504-2010-0116  RESOLUCIONES,095042010011
516/09/201009504-2010-0115  RESOLUCIONES,095042010011
615/09/201009504-2010-0114  RESOLUCIONES,095042010011
713/09/201009504-2010-0113  RESOLUCIONES,095042010011
807/09/201009504-2010-0112  TRIBUTARIO,095042010011
902/09/201009504-2010-0110  RESOLUCIONES,095042010011
1002/09/201009504-2010-0111  RESOLUCIONES,095042010011
118/10/201009504-2010-0129  RESOLUCIONES,095042010012
218/10/201009504-2010-0128  RESOLUCIONES,095042010012
314/10/201009504-2010-0127  NULIDAD DE PROCEDIMIENTO COACTIVO,095042010012
413/10/201009504-2010-0126  RESOLUCIONES,095042010012
508/10/201009504-2010-0125  RESOLUCIONES,095042010012
607/10/201009504-2010-0123  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095042010012
707/10/201009504-2010-0124  TRIBUTARIO,095042010012
830/09/201009504-2010-0122  RESOLUCIONES,095042010012
928/09/201009504-2010-0121  TRIBUTARIO,095042010012
1027/09/201009504-2010-0120  ACTAS,095042010012
108/11/201009504-2010-0139  ACTAS,095042010013
205/11/201009504-2010-0138  RESOLUCIONES,095042010013
328/10/201009504-2010-0137  RESOLUCIONES,095042010013
427/10/201009504-2010-0136  INEXISTENCIA DE OBLIGACIÓN,095042010013
526/10/201009504-2010-0135  RESOLUCIONES,095042010013
626/10/201009504-2010-0134  RESOLUCIONES,095042010013
726/10/201009504-2010-0133  ILEGITIMIDAD DE PERSONERÍA DEL COACTIVADO,095042010013
825/10/201009504-2010-0132  RESOLUCIONES,095042010013
921/10/201009504-2010-0130  EXTINCIÓN DE OBLIGACIÓN,095042010013
1021/10/201009504-2010-0131  TRIBUTARIO,095042010013
118/11/201009504-2010-0149  NULIDAD DE PROCEDIMIENTO COACTIVO,095042010014
217/11/201009504-2010-0147  RESOLUCIONES,095042010014
317/11/201009504-2010-0148  TRIBUTARIO,095042010014
416/11/201009504-2010-0145  RESOLUCIONES,095042010014
516/11/201009504-2010-0146  RESOLUCIONES,095042010014
612/11/201009504-2010-0144  RESOLUCIONES,095042010014
712/11/201009504-2010-0142  MUNICIPAL,095042010014
812/11/201009504-2010-0143  ADUANERO,095042010014
910/11/201009504-2010-0141  TRIBUTARIO,095042010014
1009/11/201009504-2010-0140  RESOLUCIONES,095042010014
130/11/201009504-2010-0159  RESOLUCIONES,095042010015
229/11/201009504-2010-0158  TRIBUTARIO,095042010015
326/11/201009504-2010-0156  RESOLUCIONES,095042010015
426/11/201009504-2010-0157  RESOLUCIONES,095042010015
524/11/201009504-2010-0155  RESOLUCIONES,095042010015
623/11/201009504-2010-0153  RESOLUCIONES,095042010015
723/11/201009504-2010-0154  RESOLUCIONES,095042010015
822/11/201009504-2010-0152  INEXISTENCIA DE OBLIGACIÓN,095042010015
919/11/201009504-2010-0150  RESOLUCIONES,095042010015
1019/11/201009504-2010-0151  RESOLUCIONES,095042010015
117/12/201009504-2010-0169  RESOLUCIONES,095042010016
214/12/201009504-2010-0168  LIQUIDACIONES,095042010016
313/12/201009504-2010-0167  RESOLUCIONES,095042010016
409/12/201009504-2010-0166  RESOLUCIONES,095042010016
506/12/201009504-2010-0165  RESOLUCIONES,095042010016
603/12/201009504-2010-0163  TRIBUTARIO,095042010016
703/12/201009504-2010-0164  ACTAS,095042010016
802/12/201009504-2010-0162  PAGO INDEBIDO,095042010016
901/12/201009504-2010-0160  NULIDAD DE PROCEDIMIENTO COACTIVO,095042010016
1001/12/201009504-2010-0161  RESOLUCIONES,095042010016
129/12/201009504-2010-0172  LIQUIDACIONES,095042010017
229/12/201009504-2010-0178  RESOLUCIONES,095042010017
328/12/201009504-2010-0177  RESOLUCIONES,095042010017
423/12/201009504-2010-0175  TRIBUTARIO,095042010017
523/12/201009504-2010-0176  RESOLUCIONES,095042010017
622/12/201009504-2010-0174  RESOLUCIONES,095042010017
721/12/201009504-2010-0173  RESOLUCIONES,095042010017
820/12/201009504-2010-0171  RESOLUCIONES,095042010017
920/12/201009504-2010-0170  PAGO INDEBIDO,095042010017
No se encuentran resultados.,095042010020
No se encuentran resultados.,095042010022
124/08/201109504-2011-0019P DEPRECATORIO,095042011001
204/08/201109504-2011-0018P DEPRECATORIO,095042011001
302/08/201109504-2011-0017P DEPRECATORIO,095042011001
402/08/201109504-2011-0016  RESOLUCIONES,095042011001
518/07/201109504-2011-0016P DEPRECATORIO,095042011001
613/07/201109504-2011-0015P DEPRECATORIO,095042011001
730/06/201109504-2011-0014P DEPRECATORIO,095042011001
803/06/201109504-2011-0013P DEPRECATORIO,095042011001
929/04/201109504-2011-0012P DEPRECATORIO,095042011001
1030/03/201109504-2011-0011P DEPRECATORIO,095042011001
1128/03/201109504-2011-0010P DEPRECATORIO,095042011001
1208/02/201109504-2011-0019  TRIBUTARIO,095042011001
1307/02/201109504-2011-0018  LIQUIDACIONES,095042011001
1404/02/201109504-2011-0017  RESOLUCIONES,095042011001
1502/02/201109504-2011-0015  RESOLUCIONES,095042011001
1627/01/201109504-2011-0014  TRIBUTARIO,095042011001
1726/01/201109504-2011-0013  RESOLUCIONES,095042011001
1825/01/201109504-2011-0011  HABERSE PRESENTADO DEMANDA CONTENCIOSO TRIBUTARIA,095042011001
1925/01/201109504-2011-0012  RESOLUCIONES,095042011001
"2024/01/201109504-2011-0010  REGLAMENTOS, ORDENANZAS Y CIRCULARES",095042011001
130/12/201109504-2011-0026P DEPRECATORIO,095042011002
230/12/201109504-2011-0025P DEPRECATORIO,095042011002
308/11/201109504-2011-0024P DEPRECATORIO,095042011002
428/10/201109504-2011-0023P DEPRECATORIO,095042011002
526/09/201109504-2011-0022P DEPRECATORIO,095042011002
620/09/201109504-2011-0021P DEPRECATORIO,095042011002
701/09/201109504-2011-0020P DEPRECATORIO,095042011002
801/05/201109504-2011-0029  RESOLUCIONES,095042011002
928/02/201109504-2011-0028  RESOLUCIONES,095042011002
1023/02/201109504-2011-0027  RESOLUCIONES,095042011002
1121/02/201109504-2011-0026  ADUANERO,095042011002
1217/02/201109504-2011-0025  RESOLUCIONES,095042011002
1315/02/201109504-2011-0024  MUNICIPAL,095042011002
1414/02/201109504-2011-0022  RESOLUCIONES,095042011002
1514/02/201109504-2011-0023  TRIBUTARIO,095042011002
1610/02/201109504-2011-0021  RESOLUCIONES,095042011002
1708/02/201109504-2011-0020  RESOLUCIONES,095042011002
122/03/201109504-2011-0039  RESOLUCIONES,095042011003
218/03/201109504-2011-0038  ACTAS,095042011003
317/03/201109504-2011-0036  ADUANERO,095042011003
417/03/201109504-2011-0037  ADUANERO,095042011003
514/03/201109504-2011-0033  TRIBUTARIO,095042011003
614/03/201109504-2011-0034  RESOLUCIONES,095042011003
714/03/201109504-2011-0035  RESOLUCIONES,095042011003
803/03/201109504-2011-0032  INCOMPETENCIA DEL FUNCIONARIO EJECUTOR,095042011003
902/03/201109504-2011-0030  TRIBUTARIO,095042011003
1002/03/201109504-2011-0031  MUNICIPAL,095042011003
107/04/201109504-2011-0048  RESOLUCIONES,095042011004
207/04/201109504-2011-0049  <POR DEFINIR>,095042011004
305/04/201109504-2011-0046  NULIDAD DE PROCEDIMIENTO COACTIVO,095042011004
405/04/201109504-2011-0047  RESOLUCIONES,095042011004
501/04/201109504-2011-0045  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095042011004
631/03/201109504-2011-0044  ACTAS,095042011004
730/03/201109504-2011-0041  ADUANERO,095042011004
830/03/201109504-2011-0042  RESOLUCIONES,095042011004
930/03/201109504-2011-0043  RESOLUCIONES,095042011004
1024/03/201109504-2011-0040  RESOLUCIONES,095042011004
127/04/201109504-2011-0059  RESOLUCIONES,095042011005
226/04/201109504-2011-0058  RESOLUCIONES,095042011005
325/04/201109504-2011-0057  RESOLUCIONES,095042011005
421/04/201109504-2011-0056  RESOLUCIONES,095042011005
518/04/201109504-2011-0055  ACTAS,095042011005
614/04/201109504-2011-0052  TRIBUTARIO,095042011005
714/04/201109504-2011-0053  ACCION DIRECTA,095042011005
814/04/201109504-2011-0054  PAGO INDEBIDO,095042011005
913/04/201109504-2011-0051  ILICITO ADUANERO,095042011005
1008/04/201109504-2011-0050  TRIBUTARIO,095042011005
112/05/201109504-2011-0068  TRIBUTARIO,095042011006
212/05/201109504-2011-0069  RESOLUCIONES,095042011006
311/05/201109504-2011-0067  RESOLUCIONES,095042011006
410/05/201109504-2011-0066  RESOLUCIONES,095042011006
509/05/201109504-2011-0065  RESOLUCIONES,095042011006
605/05/201109504-2011-0064  RESOLUCIONES,095042011006
704/05/201109504-2011-0063  ADUANERO,095042011006
829/04/201109504-2011-0061  TRIBUTARIO,095042011006
928/04/201109504-2011-0060  RESOLUCIONES,095042011006
108/06/201109504-2011-0079  RESOLUCIONES,095042011007
206/06/201109504-2011-0078  RESOLUCIONES,095042011007
303/06/201109504-2011-0077  CONFLICTOS DE COMPETENCIA,095042011007
401/06/201109504-2011-0076  TRIBUTARIO,095042011007
523/05/201109504-2011-0074  TRIBUTARIO,095042011007
623/05/201109504-2011-0075  RESOLUCIONES,095042011007
720/05/201109504-2011-0073  RESOLUCIONES,095042011007
819/05/201109504-2011-0072  ILICITO ADUANERO,095042011007
918/05/201109504-2011-0071  RESOLUCIONES,095042011007
1016/05/201109504-2011-0070  TRIBUTARIO,095042011007
122/06/201109504-2011-0089  RESOLUCIONES,095042011008
221/06/201109504-2011-0088  RESOLUCIONES,095042011008
320/06/201109504-2011-0087  TRIBUTARIO,095042011008
416/06/201109504-2011-0086  RESOLUCIONES,095042011008
514/06/201109504-2011-0084  RESOLUCIONES,095042011008
614/06/201109504-2011-0085  RESOLUCIONES,095042011008
710/06/201109504-2011-0081  TRIBUTARIO,095042011008
810/06/201109504-2011-0082  RESOLUCIONES,095042011008
910/06/201109504-2011-0083  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095042011008
1008/06/201109504-2011-0080  RESOLUCIONES,095042011008
114/07/201109504-2011-0099  TRIBUTARIO,095042011009
213/07/201109504-2011-0096  RESOLUCIONES,095042011009
313/07/201109504-2011-0097  RESOLUCIONES,095042011009
413/07/201109504-2011-0098  MUNICIPAL,095042011009
512/07/201109504-2011-0095  MUNICIPAL,095042011009
608/07/201109504-2011-0094  RESOLUCIONES,095042011009
707/07/201109504-2011-0093  RESOLUCIONES,095042011009
805/07/201109504-2011-0092  RESOLUCIONES,095042011009
904/07/201109504-2011-0091  RESOLUCIONES,095042011009
1029/06/201109504-2011-0090  PAGO POR CONSIGNACION,095042011009
103/08/201109504-2011-0108  CONFLICTOS DE COMPETENCIA,095042011010
203/08/201109504-2011-0109  CONFLICTOS DE COMPETENCIA,095042011010
329/07/201109504-2011-0107  ACTAS,095042011010
428/07/201109504-2011-0106  ADUANERO,095042011010
527/07/201109504-2011-0105  RESOLUCIONES,095042011010
626/07/201109504-2011-0104  RESOLUCIONES,095042011010
720/07/201109504-2011-0103  RESOLUCIONES,095042011010
818/07/201109504-2011-0102  RESOLUCIONES,095042011010
918/07/201109504-2011-0101  TRIBUTARIO,095042011010
1014/07/201109504-2011-0100  NULIDAD DE PROCEDIMIENTO COACTIVO,095042011010
125/08/201109504-2011-0119  TRIBUTARIO,095042011011
219/08/201109504-2011-0117  LIQUIDACIONES,095042011011
319/08/201109504-2011-0118  RESOLUCIONES,095042011011
416/08/201109504-2011-0115  RESOLUCIONES,095042011011
516/08/201109504-2011-0116  RESOLUCIONES,095042011011
609/08/201109504-2011-0114  RESOLUCIONES,095042011011
708/08/201109504-2011-0112  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095042011011
808/08/201109504-2011-0113  RESOLUCIONES,095042011011
905/08/201109504-2011-0111  RESOLUCIONES,095042011011
1004/08/201109504-2011-0110  TRIBUTARIO,095042011011
112/09/201109504-2011-0129  RESOLUCIONES,095042011012
208/09/201109504-2011-0128  CONTRABANDO,095042011012
307/09/201109504-2011-0127  RESOLUCIONES,095042011012
405/09/201109504-2011-0126  RESOLUCIONES,095042011012
501/09/201109504-2011-0125  TRIBUTARIO,095042011012
630/08/201109504-2011-0124  RESOLUCIONES,095042011012
729/08/201109504-2011-0123  ACTAS,095042011012
826/08/201109504-2011-0120  RESOLUCIONES,095042011012
926/08/201109504-2011-0121  RESOLUCIONES,095042011012
1026/08/201109504-2011-0122  RESOLUCIONES,095042011012
127/09/201109504-2011-0138  RESOLUCIONES,095042011013
227/09/201109504-2011-0139  RESOLUCIONES,095042011013
326/09/201109504-2011-0137  ACCION DIRECTA,095042011013
422/09/201109504-2011-0136  RESOLUCIONES,095042011013
519/09/201109504-2011-0133  ADUANERO,095042011013
619/09/201109504-2011-0134  TRÁMITE PENDIENTE DE RESOLUCIÓN DE RECLAMO O RECURSO,095042011013
719/09/201109504-2011-0135  ADUANERO,095042011013
815/09/201109504-2011-0130  RESOLUCIONES,095042011013
915/09/201109504-2011-0131  RESOLUCIONES,095042011013
1015/09/201109504-2011-0132  RESOLUCIONES,095042011013
128/10/201109504-2011-0147  RESOLUCIONES,095042011014
228/10/201109504-2011-0148  ADUANERO,095042011014
328/10/201109504-2011-0149  ADUANERO,095042011014
418/10/201109504-2011-0146  RESOLUCIONES,095042011014
517/10/201109504-2011-0145  RESOLUCIONES,095042011014
613/10/201109504-2011-0144  ADUANERO,095042011014
712/10/201109504-2011-0143  LIQUIDACIONES,095042011014
810/10/201109504-2011-0142  RESOLUCIONES,095042011014
903/10/201109504-2011-0140  RESOLUCIONES,095042011014
1003/10/201109504-2011-0141  RESOLUCIONES,095042011014
118/11/201109504-2011-0159  RESOLUCIONES,095042011015
216/11/201109504-2011-0158  RESOLUCIONES,095042011015
316/11/201109504-2011-0156  TRIBUTARIO,095042011015
416/11/201109504-2011-0157  NULIDAD DE PROCEDIMIENTO COACTIVO,095042011015
515/11/201109504-2011-0155  RESOLUCIONES,095042011015
611/11/201109504-2011-0154  RESOLUCIONES,095042011015
711/11/201109504-2011-0153  NULIDAD DE PROCEDIMIENTO COACTIVO,095042011015
807/11/201109504-2011-0152  RESOLUCIONES,095042011015
928/10/201109504-2011-0150  RESOLUCIONES,095042011015
1028/10/201109504-2011-0151  RESOLUCIONES,095042011015
106/12/201109504-2011-0169  RESOLUCIONES,095042011016
202/12/201109504-2011-0167  RESOLUCIONES,095042011016
302/12/201109504-2011-0168  RESOLUCIONES,095042011016
430/11/201109504-2011-0165  ADUANERO,095042011016
530/11/201109504-2011-0166  ADUANERO,095042011016
629/11/201109504-2011-0164  NULIDAD DE PROCEDIMIENTO COACTIVO,095042011016
725/11/201109504-2011-0163  ACCION DIRECTA,095042011016
824/11/201109504-2011-0162  TRIBUTARIO,095042011016
