descripcion,causa
No se encuentran resultados.,092832010002
No se encuentran resultados.,092832011003
No se encuentran resultados.,092832012003
111/11/201309283-2013-0018P DEPRECATORIO,092832013001
211/11/201309283-2013-0019P DEPRECATORIO,092832013001
323/10/201309283-2013-0017P DEPRECATORIO,092832013001
419/09/201309283-2013-0016P DEPRECATORIO,092832013001
509/08/201309283-2013-0015P DEPRECATORIO,092832013001
608/08/201309283-2013-0014P DEPRECATORIO,092832013001
730/07/201309283-2013-0013P DEPRECATORIO,092832013001
829/07/201309283-2013-0011P DEPRECATORIO,092832013001
929/07/201309283-2013-0012P DEPRECATORIO,092832013001
1019/07/201309283-2013-0010P DEPRECATORIO,092832013001
1104/06/201309283-2013-0016+ PARTE POLICIAL,092832013001
1204/06/201309283-2013-0017+ PARTE POLICIAL,092832013001
1318/05/201309283-2013-0014+ PARTE POLICIAL,092832013001
1418/05/201309283-2013-0015+ PARTE POLICIAL,092832013001
1521/03/201309283-2013-0013+ PARTE POLICIAL,092832013001
1620/03/201309283-2013-0011+ PARTE POLICIAL,092832013001
1720/03/201309283-2013-0012+ PARTE POLICIAL,092832013001
1818/03/201309283-2013-0010+ PARTE POLICIAL,092832013001
1914/03/201309283-2013-0018* CONTRAVENCION MUY GRAVE,092832013001
2014/03/201309283-2013-0019* CONTRAVENCION MUY GRAVE,092832013001
2104/03/201309283-2013-0017* CONTRAVENCION MUY GRAVE,092832013001
2225/02/201309283-2013-0019  DELITO INFORMATICO,092832013001
2323/02/201309283-2013-0016* CONTRAVENCION MUY GRAVE,092832013001
2422/02/201309283-2013-0018  ROBO,092832013001
2521/02/201309283-2013-0016  LA ESTAFA Y OTRAS DEFRAUDACIONES,092832013001
110/05/201309283-2013-0029* CONTRAVENCION MUY GRAVE,092832013002
207/05/201309283-2013-0028* CONTRAVENCION MUY GRAVE,092832013002
302/05/201309283-2013-0027* CONTRAVENCION MUY GRAVE,092832013002
426/04/201309283-2013-0026* CONTRAVENCION MUY GRAVE,092832013002
518/04/201309283-2013-0025* CONTRAVENCION MUY GRAVE,092832013002
616/04/201309283-2013-0024* CONTRAVENCION MUY GRAVE,092832013002
715/04/201309283-2013-0023* CONTRAVENCION MUY GRAVE,092832013002
801/04/201309283-2013-0021* CONTRAVENCION MUY GRAVE,092832013002
901/04/201309283-2013-0022* CONTRAVENCION MUY GRAVE,092832013002
1029/03/201309283-2013-0020* CONTRAVENCION MUY GRAVE,092832013002
1114/03/201309283-2013-0028  LA INJURIA,092832013002
1214/03/201309283-2013-0029  LA INJURIA,092832013002
