descripcion,causa
113/01/201009357-2010-0009P DEPRECATORIO,093572010000
213/01/201009357-2010-0008P DEPRECATORIO,093572010000
313/01/201009357-2010-0007P DEPRECATORIO,093572010000
413/01/201009357-2010-0006P DEPRECATORIO,093572010000
513/01/201009357-2010-0005P DEPRECATORIO,093572010000
612/01/201009357-2010-0004P DEPRECATORIO,093572010000
711/01/201009357-2010-0003P DEPRECATORIO,093572010000
808/01/201009357-2010-0002P DEPRECATORIO,093572010000
906/01/201009357-2010-0008  VERBAL SUMARIO,093572010000
1006/01/201009357-2010-0009  HABERES E INDEMNIZACIONES LABORALES,093572010000
1105/01/201009357-2010-0003  ACCION DE PROTECCION,093572010000
1205/01/201009357-2010-0004  HABERES E INDEMNIZACIONES LABORALES,093572010000
1305/01/201009357-2010-0005  HABERES E INDEMNIZACIONES LABORALES,093572010000
1405/01/201009357-2010-0006  HABERES E INDEMNIZACIONES LABORALES,093572010000
1505/01/201009357-2010-0007  TERMINACION DE RELACIONES LABORALES ART. 584 C.T.,093572010000
1604/01/201009357-2010-0001P DEPRECATORIO,093572010000
1704/01/201009357-2010-0001  HABERES E INDEMNIZACIONES LABORALES,093572010000
1804/01/201009357-2010-0002  HABERES E INDEMNIZACIONES LABORALES,093572010000
123/02/201009357-2010-0019P EXHORTO,093572010001
220/02/201009357-2010-0018P DEPRECATORIO,093572010001
318/02/201009357-2010-0017P DEPRECATORIO,093572010001
409/02/201009357-2010-0016P DEPRECATORIO,093572010001
509/02/201009357-2010-0015P DEPRECATORIO,093572010001
629/01/201009357-2010-0014P DEPRECATORIO,093572010001
727/01/201009357-2010-0013P DEPRECATORIO,093572010001
826/01/201009357-2010-0012P DEPRECATORIO,093572010001
922/01/201009357-2010-0011P DEPRECATORIO,093572010001
1019/01/201009357-2010-0010P DEPRECATORIO,093572010001
1106/01/201009357-2010-0010  HABERES E INDEMNIZACIONES LABORALES,093572010001
1206/01/201009357-2010-0011  HABERES E INDEMNIZACIONES LABORALES,093572010001
1306/01/201009357-2010-0012  HABERES E INDEMNIZACIONES LABORALES,093572010001
1406/01/201009357-2010-0013  HABERES E INDEMNIZACIONES LABORALES,093572010001
1506/01/201009357-2010-0014  HABERES E INDEMNIZACIONES LABORALES,093572010001
1606/01/201009357-2010-0015  VERBAL SUMARIO,093572010001
1706/01/201009357-2010-0016  HABERES E INDEMNIZACIONES LABORALES,093572010001
1806/01/201009357-2010-0017  HABERES E INDEMNIZACIONES LABORALES,093572010001
1906/01/201009357-2010-0018  HABERES E INDEMNIZACIONES LABORALES,093572010001
2006/01/201009357-2010-0019  HABERES E INDEMNIZACIONES LABORALES,093572010001
130/03/201009357-2010-0029P DEPRECATORIO,093572010002
224/03/201009357-2010-0028P DEPRECATORIO,093572010002
323/03/201009357-2010-0027P DEPRECATORIO,093572010002
418/03/201009357-2010-0026P DEPRECATORIO,093572010002
517/03/201009357-2010-0025P DEPRECATORIO,093572010002
612/03/201009357-2010-0024P DEPRECATORIO,093572010002
709/03/201009357-2010-0023P DEPRECATORIO,093572010002
809/03/201009357-2010-0022P DEPRECATORIO,093572010002
904/03/201009357-2010-0021P DEPRECATORIO,093572010002
1026/02/201009357-2010-0020P DEPRECATORIO,093572010002
1111/01/201009357-2010-0029  HABERES E INDEMNIZACIONES LABORALES,093572010002
1208/01/201009357-2010-0027  HABERES E INDEMNIZACIONES LABORALES,093572010002
1308/01/201009357-2010-0028  HABERES E INDEMNIZACIONES LABORALES,093572010002
1407/01/201009357-2010-0021  HABERES E INDEMNIZACIONES LABORALES,093572010002
1507/01/201009357-2010-0022  HABERES E INDEMNIZACIONES LABORALES,093572010002
1607/01/201009357-2010-0023  HABERES E INDEMNIZACIONES LABORALES,093572010002
1707/01/201009357-2010-0024  HABERES E INDEMNIZACIONES LABORALES,093572010002
1807/01/201009357-2010-0025  HABERES E INDEMNIZACIONES LABORALES,093572010002
1907/01/201009357-2010-0026  HABERES E INDEMNIZACIONES LABORALES,093572010002
2006/01/201009357-2010-0020  HABERES E INDEMNIZACIONES LABORALES,093572010002
107/05/201009357-2010-0039P DEPRECATORIO,093572010003
229/04/201009357-2010-0038P DEPRECATORIO,093572010003
323/04/201009357-2010-0037P DEPRECATORIO,093572010003
423/04/201009357-2010-0036P DEPRECATORIO,093572010003
514/04/201009357-2010-0035P DEPRECATORIO,093572010003
613/04/201009357-2010-0034P DEPRECATORIO,093572010003
713/04/201009357-2010-0033P DEPRECATORIO,093572010003
812/04/201009357-2010-0032P DEPRECATORIO,093572010003
908/04/201009357-2010-0031P DEPRECATORIO,093572010003
1001/04/201009357-2010-0030P DEPRECATORIO,093572010003
1115/01/201009357-2010-0038  HABERES E INDEMNIZACIONES LABORALES,093572010003
1215/01/201009357-2010-0039  TERMINACION DE RELACIONES LABORALES ART. 584 C.T.,093572010003
1314/01/201009357-2010-0036  HABERES E INDEMNIZACIONES LABORALES,093572010003
1414/01/201009357-2010-0037  HABERES E INDEMNIZACIONES LABORALES,093572010003
