descripcion,causa
102/12/201009503-2010-0009P DEPRECATORIO,095032010000
230/11/201009503-2010-0008P DEPRECATORIO,095032010000
317/11/201009503-2010-0007P DEPRECATORIO,095032010000
411/11/201009503-2010-0006P DEPRECATORIO,095032010000
518/10/201009503-2010-0005P DEPRECATORIO,095032010000
614/09/201009503-2010-0004P DEPRECATORIO,095032010000
708/09/201009503-2010-0003P DEPRECATORIO,095032010000
816/08/201009503-2010-0001P DEPRECATORIO,095032010000
903/02/201009503-2010-0001  LIQUIDACIONES,095032010000
1003/02/201009503-2010-0002  LIQUIDACIONES,095032010000
1103/02/201009503-2010-0003  LIQUIDACIONES,095032010000
1203/02/201009503-2010-0004  PAGO INDEBIDO,095032010000
1303/02/201009503-2010-0006  LIQUIDACIONES,095032010000
1403/02/201009503-2010-0007  LIQUIDACIONES,095032010000
1506/01/201009503-2010-0008  LIQUIDACIONES,095032010000
1605/01/201009503-2010-0005  MUNICIPAL,095032010000
1705/01/201009503-2010-0009  LIQUIDACIONES,095032010000
103/02/201009503-2010-0010  MUNICIPAL,095032010001
203/02/201009503-2010-0011  LIQUIDACIONES,095032010001
303/02/201009503-2010-0012  TRIBUTARIO,095032010001
403/02/201009503-2010-0014  LIQUIDACIONES,095032010001
503/02/201009503-2010-0015  RESOLUCIONES,095032010001
603/02/201009503-2010-0016  ADUANERO,095032010001
703/02/201009503-2010-0018  LIQUIDACIONES,095032010001
803/02/201009503-2010-0019  LIQUIDACIONES,095032010001
906/01/201009503-2010-0017  <POR DEFINIR>,095032010001
1005/01/201009503-2010-0013  TRIBUTARIO,095032010001
103/02/201009503-2010-0020  TRIBUTARIO,095032010002
203/02/201009503-2010-0021  LIQUIDACIONES,095032010002
303/02/201009503-2010-0022  LIQUIDACIONES,095032010002
403/02/201009503-2010-0023  LIQUIDACIONES,095032010002
503/02/201009503-2010-0024  ACCION DIRECTA,095032010002
603/02/201009503-2010-0026  LIQUIDACIONES,095032010002
703/02/201009503-2010-0028  LIQUIDACIONES,095032010002
803/02/201009503-2010-0029  <POR DEFINIR>,095032010002
920/01/201009503-2010-0027  APELACIONES,095032010002
1018/01/201009503-2010-0025  LIQUIDACIONES,095032010002
126/02/201009503-2010-0036  LIQUIDACIONES,095032010003
226/02/201009503-2010-0037  LIQUIDACIONES,095032010003
326/02/201009503-2010-0038  TRIBUTARIO,095032010003
426/02/201009503-2010-0039  RESOLUCIONES,095032010003
525/02/201009503-2010-0032  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095032010003
625/02/201009503-2010-0033  TRIBUTARIO,095032010003
"725/02/201009503-2010-0034  REGLAMENTOS, ORDENANZAS Y CIRCULARES",095032010003
825/02/201009503-2010-0035  NO SER DEUDOR,095032010003
903/02/201009503-2010-0030  ADUANERO,095032010003
1003/02/201009503-2010-0031  RESOLUCIONES,095032010003
109/04/201009503-2010-0046  RESOLUCIONES,095032010004
209/04/201009503-2010-0047  NULIDAD DE PROCEDIMIENTO COACTIVO,095032010004
309/04/201009503-2010-0048  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095032010004
