descripcion,causa
121/01/201009302-2010-0009P DEPRECATORIO,093022010000
218/01/201009302-2010-0008P DEPRECATORIO,093022010000
318/01/201009302-2010-0007P DEPRECATORIO,093022010000
414/01/201009302-2010-0006P DEPRECATORIO,093022010000
512/01/201009302-2010-0005P DEPRECATORIO,093022010000
611/01/201009302-2010-0004P DEPRECATORIO,093022010000
707/01/201009302-2010-0003P DEPRECATORIO,093022010000
806/01/201009302-2010-0002P DEPRECATORIO,093022010000
906/01/201009302-2010-0008  LETRA DE CAMBIO,093022010000
1006/01/201009302-2010-0009  SOLICITUD DE EMBARGO,093022010000
1105/01/201009302-2010-0006  EXTINCION DE PATRIMONIO FAMILIAR,093022010000
1205/01/201009302-2010-0005  DINERO,093022010000
1304/01/201009302-2010-0001P DEPRECATORIO,093022010000
1404/01/201009302-2010-0002  SOLICITUD DE EMBARGO,093022010000
1504/01/201009302-2010-0003  SOLICITUD DE EMBARGO,093022010000
109/02/201009302-2010-0019P DEPRECATORIO,093022010001
205/02/201009302-2010-0018P DEPRECATORIO,093022010001
305/02/201009302-2010-0017P DEPRECATORIO,093022010001
404/02/201009302-2010-0016P DEPRECATORIO,093022010001
502/02/201009302-2010-0015P DEPRECATORIO,093022010001
629/01/201009302-2010-0014P DEPRECATORIO,093022010001
728/01/201009302-2010-0013P DEPRECATORIO,093022010001
826/01/201009302-2010-0012P DEPRECATORIO,093022010001
925/01/201009302-2010-0011P DEPRECATORIO,093022010001
1022/01/201009302-2010-0010P DEPRECATORIO,093022010001
1108/01/201009302-2010-0018  SOLICITUD DE EMBARGO,093022010001
1207/01/201009302-2010-0014  OBLIGACIONES; ART. 423 CPC,093022010001
1307/01/201009302-2010-0015  EXTINCION DE PATRIMONIO FAMILIAR,093022010001
1406/01/201009302-2010-0010  APREHENSION,093022010001
1506/01/201009302-2010-0011  DINERO,093022010001
1606/01/201009302-2010-0012  INSOLVENCIA,093022010001
103/03/201009302-2010-0029P DEPRECATORIO,093022010002
227/02/201009302-2010-0028P DEPRECATORIO,093022010002
326/02/201009302-2010-0027P DEPRECATORIO,093022010002
424/02/201009302-2010-0026P DEPRECATORIO,093022010002
523/02/201009302-2010-0025P DEPRECATORIO,093022010002
622/02/201009302-2010-0024P DEPRECATORIO,093022010002
718/02/201009302-2010-0023P DEPRECATORIO,093022010002
817/02/201009302-2010-0022P DEPRECATORIO,093022010002
912/02/201009302-2010-0021P DEPRECATORIO,093022010002
1011/02/201009302-2010-0020P DEPRECATORIO,093022010002
1112/01/201009302-2010-0029  DINERO,093022010002
1211/01/201009302-2010-0023  NULIDADES,093022010002
1308/01/201009302-2010-0020  EXTINCION DE PATRIMONIO FAMILIAR,093022010002
119/03/201009302-2010-0039P DEPRECATORIO,093022010003
217/03/201009302-2010-0038P DEPRECATORIO,093022010003
316/03/201009302-2010-0037P DEPRECATORIO,093022010003
415/03/201009302-2010-0036P DEPRECATORIO,093022010003
511/03/201009302-2010-0035P DEPRECATORIO,093022010003
611/03/201009302-2010-0034P DEPRECATORIO,093022010003
709/03/201009302-2010-0033P DEPRECATORIO,093022010003
808/03/201009302-2010-0032P DEPRECATORIO,093022010003
905/03/201009302-2010-0031P DEPRECATORIO,093022010003
1004/03/201009302-2010-0030P DEPRECATORIO,093022010003
1115/01/201009302-2010-0039  DECLARACION JURAMENTADA,093022010003
1214/01/201009302-2010-0033  MATRICULA DE COMERCIO,093022010003
1314/01/201009302-2010-0037  OBLIGACIONES; ART.423 CPC,093022010003
109/04/201009302-2010-0049P DEPRECATORIO,093022010004
208/04/201009302-2010-0048P DEPRECATORIO,093022010004
306/04/201009302-2010-0047P DEPRECATORIO,093022010004
401/04/201009302-2010-0046P DEPRECATORIO,093022010004
531/03/201009302-2010-0045P DEPRECATORIO,093022010004
629/03/201009302-2010-0044P DEPRECATORIO,093022010004
725/03/201009302-2010-0043P DEPRECATORIO,093022010004
824/03/201009302-2010-0042P DEPRECATORIO,093022010004
924/03/201009302-2010-0041P DEPRECATORIO,093022010004
1022/03/201009302-2010-0040P DEPRECATORIO,093022010004
1119/01/201009302-2010-0049  DINERO,093022010004
1215/01/201009302-2010-0042  NULIDADES,093022010004
129/04/201009302-2010-0059P DEPRECATORIO,093022010005
227/04/201009302-2010-0058P DEPRECATORIO,093022010005
326/04/201009302-2010-0057P DEPRECATORIO,093022010005
423/04/201009302-2010-0056P DEPRECATORIO,093022010005
522/04/201009302-2010-0055P DEPRECATORIO,093022010005
620/04/201009302-2010-0054P DEPRECATORIO,093022010005
715/04/201009302-2010-0053P DEPRECATORIO,093022010005
