descripcion,causa
115/01/201009322-2010-0007  DIVORCIO LITIGIOSO,093222010000
205/01/201009322-2010-0001  ALIMENTOS,093222010000
305/01/201009322-2010-0002  ACCION DE PROTECCION,093222010000
405/01/201009322-2010-0003  MEDIDAS DE PROTECCIÓN,093222010000
505/01/201009322-2010-0004  EXTINCION DE PATRIMONIO FAMILIAR,093222010000
605/01/201009322-2010-0005  EXTINCION DE PATRIMONIO FAMILIAR,093222010000
705/01/201009322-2010-0006  EXTINCION DE PATRIMONIO FAMILIAR,093222010000
805/01/201009322-2010-0008  TUTELAS - CURADURIAS,093222010000
905/01/201009322-2010-0009  EXTINCION DE PATRIMONIO FAMILIAR,093222010000
115/01/201009322-2010-0018  DIVORCIO LITIGIOSO,093222010001
215/01/201009322-2010-0019  EXTINCION DE PATRIMONIO FAMILIAR,093222010001
313/01/201009322-2010-0013  EXTINCION DE PATRIMONIO FAMILIAR,093222010001
413/01/201009322-2010-0014  DIVORCIO LITIGIOSO,093222010001
513/01/201009322-2010-0015  DIVORCIO LITIGIOSO,093222010001
613/01/201009322-2010-0016  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010001
713/01/201009322-2010-0017  OBLIGACIONES; ART. 423 CPC,093222010001
811/01/201009322-2010-0012  TUTELAS - CURADURIAS,093222010001
908/01/201009322-2010-0010  EXTINCION DE PATRIMONIO FAMILIAR,093222010001
1008/01/201009322-2010-0011  EXTINCION DE PATRIMONIO FAMILIAR,093222010001
118/01/201009322-2010-0022  DIVORCIO LITIGIOSO,093222010002
218/01/201009322-2010-0023  EXTINCION DE PATRIMONIO FAMILIAR,093222010002
318/01/201009322-2010-0025  ALIMENTOS,093222010002
418/01/201009322-2010-0026  MEDIDAS DE PROTECCIÓN,093222010002
518/01/201009322-2010-0027  ACCION DE PROTECCION,093222010002
618/01/201009322-2010-0028  TUTELAS - CURADURIAS,093222010002
718/01/201009322-2010-0029  DIVORCIO LITIGIOSO,093222010002
815/01/201009322-2010-0020  ALIMENTOS,093222010002
915/01/201009322-2010-0021  EXTINCION DE PATRIMONIO FAMILIAR,093222010002
1008/01/201009322-2010-0024  REIVINDICACION,093222010002
122/01/201009322-2010-0037  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
222/01/201009322-2010-0038  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
322/01/201009322-2010-0039  TUTELAS - CURADURIAS,093222010003
421/01/201009322-2010-0036  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
520/01/201009322-2010-0033  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
620/01/201009322-2010-0034  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
720/01/201009322-2010-0035  LICENCIA JUDICIAL,093222010003
819/01/201009322-2010-0031  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
919/01/201009322-2010-0032  VALES CONSUMO DE TARJETA DE CRÉDITO,093222010003
1018/01/201009322-2010-0030  EXTINCION DE PATRIMONIO FAMILIAR,093222010003
126/01/201009322-2010-0047  EXTINCION DE PATRIMONIO FAMILIAR,093222010004
226/01/201009322-2010-0048  EXTINCION DE PATRIMONIO FAMILIAR,093222010004
326/01/201009322-2010-0049  EXTINCION DE PATRIMONIO FAMILIAR,093222010004
425/01/201009322-2010-0042  RECUSACION,093222010004
525/01/201009322-2010-0043  INSPECCION JUDICIAL,093222010004
625/01/201009322-2010-0044  EXTINCION DE PATRIMONIO FAMILIAR,093222010004
725/01/201009322-2010-0045  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010004
822/01/201009322-2010-0040  EXTINCION DE PATRIMONIO FAMILIAR,093222010004
922/01/201009322-2010-0041  EXTINCION DE PATRIMONIO FAMILIAR,093222010004
126/01/201009322-2010-0050  TUTELAS - CURADURIAS,093222010005
226/01/201009322-2010-0051  DIVORCIO LITIGIOSO,093222010005
326/01/201009322-2010-0052  DIVORCIO LITIGIOSO,093222010005
426/01/201009322-2010-0053  DIVORCIO LITIGIOSO,093222010005
526/01/201009322-2010-0054  TUTELAS - CURADURIAS,093222010005
626/01/201009322-2010-0055  ALIMENTOS,093222010005
726/01/201009322-2010-0056  ALIMENTOS,093222010005
826/01/201009322-2010-0057  LICENCIA JUDICIAL,093222010005
926/01/201009322-2010-0058  EXTINCION DE PATRIMONIO FAMILIAR,093222010005
1026/01/201009322-2010-0059  EXTINCION DE PATRIMONIO FAMILIAR,093222010005
127/01/201009322-2010-0063  EXTINCION DE PATRIMONIO FAMILIAR,093222010006
227/01/201009322-2010-0064  EXTINCION DE PATRIMONIO FAMILIAR,093222010006
327/01/201009322-2010-0065  LICENCIA JUDICIAL,093222010006
427/01/201009322-2010-0066  DIVORCIO LITIGIOSO,093222010006
527/01/201009322-2010-0067  DIVORCIO LITIGIOSO,093222010006
627/01/201009322-2010-0068  EXTINCION DE PATRIMONIO FAMILIAR,093222010006
727/01/201009322-2010-0069  DIVORCIO LITIGIOSO,093222010006
826/01/201009322-2010-0060  EXTINCION DE PATRIMONIO FAMILIAR,093222010006
926/01/201009322-2010-0061  EXTINCION DE PATRIMONIO FAMILIAR,093222010006
1025/01/201009322-2010-0062  EXTINCION DE PATRIMONIO FAMILIAR,093222010006
128/01/201009322-2010-0070  NULIDADES,093222010007
228/01/201009322-2010-0071  EXTINCION DE PATRIMONIO FAMILIAR,093222010007
328/01/201009322-2010-0072  EXTINCION DE PATRIMONIO FAMILIAR,093222010007
428/01/201009322-2010-0073  EXTINCION DE PATRIMONIO FAMILIAR,093222010007
528/01/201009322-2010-0074  DIVORCIO LITIGIOSO,093222010007
628/01/201009322-2010-0075  DIVORCIO LITIGIOSO,093222010007
728/01/201009322-2010-0076  DIVORCIO LITIGIOSO,093222010007
828/01/201009322-2010-0077  LICENCIA JUDICIAL,093222010007
928/01/201009322-2010-0078  EXTINCION DE PATRIMONIO FAMILIAR,093222010007
1028/01/201009322-2010-0079  LICENCIA JUDICIAL,093222010007
102/02/201009322-2010-0087  IMPUGNACION  DE  PATERNIDAD,093222010008
202/02/201009322-2010-0089  LICENCIA JUDICIAL,093222010008
301/02/201009322-2010-0083  PRESCRIPCIONES,093222010008
401/02/201009322-2010-0084  PRESCRIPCIONES,093222010008
501/02/201009322-2010-0085  EXTINCION DE PATRIMONIO FAMILIAR,093222010008
601/02/201009322-2010-0086  EXTINCION DE PATRIMONIO FAMILIAR,093222010008
728/01/201009322-2010-0080  LICENCIA JUDICIAL,093222010008
828/01/201009322-2010-0081  EXTINCION DE PATRIMONIO FAMILIAR,093222010008
928/01/201009322-2010-0082  EXTINCION DE PATRIMONIO FAMILIAR,093222010008
103/03/201009322-2010-0097  DIVORCIO LITIGIOSO,093222010009
203/02/201009322-2010-0095  LICENCIA JUDICIAL,093222010009
303/02/201009322-2010-0098  EXTINCION DE PATRIMONIO FAMILIAR,093222010009
403/02/201009322-2010-0099  EXTINCION DE PATRIMONIO FAMILIAR,093222010009
502/02/201009322-2010-0090  EXTINCION DE PATRIMONIO FAMILIAR,093222010009
602/02/201009322-2010-0091  OTROS,093222010009
702/02/201009322-2010-0092  ALIMENTOS,093222010009
802/02/201009322-2010-0093  DIVORCIO LITIGIOSO,093222010009
902/02/201009322-2010-0094  EXTINCION DE PATRIMONIO FAMILIAR,093222010009
103/02/201009322-2010-0100  LICENCIA JUDICIAL,093222010010
203/02/201009322-2010-0101  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010010
303/02/201009322-2010-0102  EXTINCION DE PATRIMONIO FAMILIAR,093222010010
403/02/201009322-2010-0103  EXCEPCIONES COACTIVA,093222010010
503/02/201009322-2010-0104  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010010
603/02/201009322-2010-0105  EXTINCION DE PATRIMONIO FAMILIAR,093222010010
703/02/201009322-2010-0106  LICENCIA JUDICIAL,093222010010
803/02/201009322-2010-0107  EXTINCION DE PATRIMONIO FAMILIAR,093222010010
903/02/201009322-2010-0108  EXTINCION DE PATRIMONIO FAMILIAR,093222010010
1003/02/201009322-2010-0109  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010010
109/02/201009322-2010-0115  ALIMENTOS,093222010011
209/02/201009322-2010-0116  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
309/02/201009322-2010-0117  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
409/02/201009322-2010-0118  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
509/02/201009322-2010-0119  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
608/02/201009322-2010-0110  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
708/02/201009322-2010-0111  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
808/02/201009322-2010-0112  IMPUGNACION DE PATERNIDAD,093222010011
908/02/201009322-2010-0113  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
1008/02/201009322-2010-0114  EXTINCION DE PATRIMONIO FAMILIAR,093222010011
112/02/201009322-2010-0126  OTROS,093222010012
212/02/201009322-2010-0127  OTROS,093222010012
312/02/201009322-2010-0128  DIVORCIO LITIGIOSO,093222010012
412/02/201009322-2010-0129  EXTINCION DE PATRIMONIO FAMILIAR,093222010012
511/02/201009322-2010-0121  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010012
611/02/201009322-2010-0122  DIVORCIO,093222010012
711/02/201009322-2010-0123  OTROS,093222010012
811/02/201009322-2010-0124  OTROS,093222010012
911/02/201009322-2010-0125  EXTINCION DE PATRIMONIO FAMILIAR,093222010012
1009/02/201009322-2010-0120  EXTINCION DE PATRIMONIO FAMILIAR,093222010012
118/02/201009322-2010-0135  ALIMENTOS,093222010013
217/02/201009322-2010-0133  ALIMENTOS,093222010013
317/02/201009322-2010-0134  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010013
412/02/201009322-2010-0130  MEDIDAS DE PROTECCIÓN,093222010013
512/02/201009322-2010-0131  EXTINCION DE PATRIMONIO FAMILIAR,093222010013
612/02/201009322-2010-0132  EXTINCION DE PATRIMONIO FAMILIAR,093222010013
119/02/201009322-2010-0146  TUTELAS - CURADURIAS,093222010014
219/02/201009322-2010-0147  LICENCIA JUDICIAL,093222010014
319/02/201009322-2010-0148  EXTINCION DE PATRIMONIO FAMILIAR,093222010014
419/02/201009322-2010-0149  EXTINCION DE PATRIMONIO FAMILIAR,093222010014
518/02/201009322-2010-0140  EXTINCION DE PATRIMONIO FAMILIAR,093222010014
618/02/201009322-2010-0141  DIVORCIO LITIGIOSO,093222010014
718/02/201009322-2010-0142  EXTINCION DE PATRIMONIO FAMILIAR,093222010014
818/02/201009322-2010-0143  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010014
918/02/201009322-2010-0144  TUTELAS - CURADURIAS,093222010014
1018/02/201009322-2010-0145  DIVORCIO POR MUTUO CONSENTIMIENTO,093222010014
