descripcion,causa
123/12/201009501-2010-0009P DEPRECATORIO,095012010000
230/11/201009501-2010-0008P DEPRECATORIO,095012010000
324/11/201009501-2010-0007P DEPRECATORIO,095012010000
429/10/201009501-2010-0006P DEPRECATORIO,095012010000
512/10/201009501-2010-0005P DEPRECATORIO,095012010000
617/09/201009501-2010-0004P DEPRECATORIO,095012010000
707/09/201009501-2010-0003P DEPRECATORIO,095012010000
807/09/201009501-2010-0002P DEPRECATORIO,095012010000
911/08/201009501-2010-0001P DEPRECATORIO,095012010000
1011/03/201009501-2010-0008  NULIDAD DE PROCEDIMIENTO COACTIVO,095012010000
1123/02/201009501-2010-0006  TRIBUTARIO,095012010000
1220/02/201009501-2010-0001  ADUANERO,095012010000
1318/01/201009501-2010-0009  RESOLUCIONES,095012010000
1414/01/201009501-2010-0007  RESOLUCIONES,095012010000
1511/01/201009501-2010-0005  RESOLUCIONES,095012010000
1608/01/201009501-2010-0004  RESOLUCIONES,095012010000
1707/01/201009501-2010-0003  RESOLUCIONES,095012010000
1805/01/201009501-2010-0002  RESOLUCIONES,095012010000
128/12/201009501-2010-0010P DEPRECATORIO,095012010001
206/05/201009501-2010-0019  RESOLUCIONES,095012010001
329/03/201009501-2010-0016P TRIBUTARIO,095012010001
423/02/201009501-2010-0011  LIQUIDACIONES,095012010001
523/02/201009501-2010-0015  LIQUIDACIONES,095012010001
608/02/201009501-2010-0018  LIQUIDACIONES,095012010001
705/02/201009501-2010-0017  RESOLUCIONES,095012010001
802/02/201009501-2010-0016  TRIBUTARIO,095012010001
928/01/201009501-2010-0014  RESOLUCIONES,095012010001
1022/01/201009501-2010-0012  <POR DEFINIR>,095012010001
1120/01/201009501-2010-0010  ACCION DIRECTA,095012010001
106/05/201009501-2010-0021  LIQUIDACIONES,095012010002
206/05/201009501-2010-0025  NULIDAD DE AUTO DE PAGO O DEL PROCEDIMIENTO DE EJECUCIÓN,095012010002
306/05/201009501-2010-0026  RESOLUCIONES,095012010002
417/03/201009501-2010-0029  <POR DEFINIR>,095012010002
511/03/201009501-2010-0028  ACCION DIRECTA,095012010002
610/03/201009501-2010-0027  RESOLUCIONES,095012010002
725/02/201009501-2010-0024  PRESCRICION,095012010002
824/02/201009501-2010-0023  RESOLUCIONES,095012010002
922/02/201009501-2010-0022  RESOLUCIONES,095012010002
1012/02/201009501-2010-0020  RESOLUCIONES,095012010002
106/05/201009501-2010-0031  RESOLUCIONES,095012010003
208/04/201009501-2010-0036  PAGO INDEBIDO,095012010003
308/04/201009501-2010-0037  PAGO INDEBIDO,095012010003
406/04/201009501-2010-0035  TRIBUTARIO,095012010003
501/04/201009501-2010-0034  ILICITO ADUANERO,095012010003
630/03/201009501-2010-0033  QUEJAS,095012010003
726/03/201009501-2010-0032  ACTAS,095012010003
822/03/201009501-2010-0030  LIQUIDACIONES,095012010003
915/03/201009501-2010-0039  RESOLUCIONES,095012010003
1013/03/201009501-2010-0038  RESOLUCIONES,095012010003
102/06/201009501-2010-0047  ADUANERO,095012010004
212/05/201009501-2010-0049  MUNICIPAL,095012010004
311/05/201009501-2010-0040  ACTAS,095012010004
410/05/201009501-2010-0048  RESOLUCIONES,095012010004
504/05/201009501-2010-0046  RESOLUCIONES,095012010004
627/04/201009501-2010-0044  <POR DEFINIR>,095012010004
726/04/201009501-2010-0043  TRIBUTARIO,095012010004
821/04/201009501-2010-0041  LIQUIDACIONES,095012010004
929/03/201009501-2010-0045  RESOLUCIONES,095012010004
1022/03/201009501-2010-0042  RESOLUCIONES,095012010004
105/07/201009501-2010-0059  RESOLUCIONES,095012010005
202/06/201009501-2010-0052  ADUANERO,095012010005
302/06/201009501-2010-0053  ADUANERO,095012010005
402/06/201009501-2010-0056  QUEJAS,095012010005
531/05/201009501-2010-0058  LIQUIDACIONES,095012010005
628/05/201009501-2010-0057  RESOLUCIONES,095012010005
727/05/201009501-2010-0056P <POR DEFINIR>,095012010005
820/05/201009501-2010-0055  ACTAS,095012010005
919/05/201009501-2010-0054  NULIDAD DE PROCEDIMIENTO COACTIVO,095012010005
1014/05/201009501-2010-0051  RESOLUCIONES,095012010005
1113/05/201009501-2010-0050  ACTAS,095012010005
130/07/201009501-2010-0069  RESOLUCIONES,095012010006
214/07/201009501-2010-0062  ACCION DIRECTA,095012010006
328/06/201009501-2010-0068  LIQUIDACIONES,095012010006
425/06/201009501-2010-0067  RESOLUCIONES,095012010006
524/06/201009501-2010-0066  RESOLUCIONES,095012010006
617/06/201009501-2010-0064  MUNICIPAL,095012010006
716/06/201009501-2010-0063  RESOLUCIONES,095012010006
816/06/201009501-2010-0065  RESOLUCIONES,095012010006
908/06/201009501-2010-0061  RESOLUCIONES,095012010006
1004/06/201009501-2010-0060  PRESCRICION,095012010006
