descripcion,causa
108/01/201009319-2010-0009  CONSIGNACION VOLUNTARIA,093192010000
206/01/201009319-2010-0007  ALIMENTOS,093192010000
305/01/201009319-2010-0006  DIVORCIO LITIGIOSO,093192010000
405/01/201009319-2010-0008  PROHIBICION DE SALIDA DEL PAIS,093192010000
504/01/201009319-2010-0001  PROHIBICION DE ENAJENAR BIENES,093192010000
604/01/201009319-2010-0002  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010000
704/01/201009319-2010-0003  RECUPERACION DEL MENOR O ENTREGA,093192010000
804/01/201009319-2010-0004  ALIMENTOS,093192010000
904/01/201009319-2010-0005  ALIMENTOS,093192010000
114/01/201009319-2010-0018  PAGO DE HABERES LABORALES,093192010001
214/01/201009319-2010-0017  INDEMNIZACIÓN POR DESPIDO INTEMPESTIVO,093192010001
314/01/201009319-2010-0016  ALIMENTOS,093192010001
414/01/201009319-2010-0019  REIVINDICACION,093192010001
513/01/201009319-2010-0015  ALIMENTOS,093192010001
612/01/201009319-2010-0013  ALIMENTOS,093192010001
712/01/201009319-2010-0014  ALIMENTOS,093192010001
808/01/201009319-2010-0010  RECUPERACION DEL MENOR O ENTREGA,093192010001
908/01/201009319-2010-0011  ALIMENTOS,093192010001
1008/01/201009319-2010-0012  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010001
121/01/201009319-2010-0029  DEMARCACION DE LINDEROS,093192010002
219/01/201009319-2010-0024  DIVORCIO LITIGIOSO,093192010002
319/01/201009319-2010-0025  ALIMENTOS,093192010002
419/01/201009319-2010-0026  ALIMENTOS,093192010002
518/01/201009319-2010-0023  DECLARACIÓN DE LA EXISTENCIA DE LA UNIÓN DE HECHO,093192010002
615/01/201009319-2010-0020  ALIMENTOS,093192010002
715/01/201009319-2010-0021  ALIMENTOS,093192010002
811/01/201009319-2010-0022  INCIDENTE DE REBAJA DE PENSIÓN ALIMENTICIA,093192010002
901/01/201009319-2010-0027  DISOLUCION DE LA SOCIEDAD CONYUGAL,093192010002
1001/01/201009319-2010-0028  DIVORCIO LITIGIOSO,093192010002
126/01/201009319-2010-0038  ALIMENTOS,093192010003
226/01/201009319-2010-0039  ALIMENTOS,093192010003
325/01/201009319-2010-0035  ALIMENTOS,093192010003
425/01/201009319-2010-0036  REGULACION DE VISITAS,093192010003
525/01/201009319-2010-0037  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010003
622/01/201009319-2010-0032  INSPECCION JUDICIAL,093192010003
722/01/201009319-2010-0033  ALIMENTOS,093192010003
821/01/201009319-2010-0030  DISOLUCION DE LA SOCIEDAD CONYUGAL,093192010003
921/01/201009319-2010-0031  PROHIBICION DE ENAJENAR BIENES,093192010003
1021/01/201009319-2010-0034  ALIMENTOS,093192010003
128/01/201009319-2010-0049  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010004
227/01/201009319-2010-0042  ALIMENTOS,093192010004
327/01/201009319-2010-0043  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010004
427/01/201009319-2010-0044  ALIMENTOS,093192010004
527/01/201009319-2010-0045  RECUPERACION DEL MENOR O ENTREGA,093192010004
627/01/201009319-2010-0047  DISOLUCION DE LA SOCIEDAD CONYUGAL,093192010004
727/01/201009319-2010-0048  DIVORCIO LITIGIOSO,093192010004
826/01/201009319-2010-0040  CONCURSO DE ACREEDORES,093192010004
926/01/201009319-2010-0041  ALIMENTOS,093192010004
1001/01/201009319-2010-0046  ALIMENTOS,093192010004
129/01/201009319-2010-0054  RECUPERACION DEL MENOR O ENTREGA,093192010005
229/01/201009319-2010-0055  DIVORCIO LITIGIOSO,093192010005
329/01/201009319-2010-0056  CONSIGNACION VOLUNTARIA,093192010005
429/01/201009319-2010-0057  DIVORCIO LITIGIOSO,093192010005
529/01/201009319-2010-0058  ALIMENTOS,093192010005
629/01/201009319-2010-0059  ALIMENTOS,093192010005
728/01/201009319-2010-0050  IMPUGNACION DE PATERNIDAD,093192010005
828/01/201009319-2010-0051  ALIMENTOS,093192010005
928/01/201009319-2010-0052  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010005
1028/01/201009319-2010-0053  DIVORCIO LITIGIOSO,093192010005
102/02/201009319-2010-0069  REGULACION DE VISITAS,093192010006
201/02/201009319-2010-0061  HABERES E INDEMNIZACIONES LABORALES,093192010006
301/02/201009319-2010-0062  ACCION DE PROTECCION,093192010006
401/02/201009319-2010-0063  HABERES E INDEMNIZACIONES LABORALES,093192010006
501/02/201009319-2010-0064  AMPARO POSESORIO,093192010006
601/02/201009319-2010-0065  OBRA NUEVA,093192010006
729/01/201009319-2010-0060  CONSIGNACION VOLUNTARIA,093192010006
801/01/201009319-2010-0066  PRESCRIPCIONES,093192010006
110/02/201009319-2010-0077  HABERES E INDEMNIZACIONES LABORALES,093192010007
210/02/201009319-2010-0078  HABERES E INDEMNIZACIONES LABORALES,093192010007
310/02/201009319-2010-0079  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010007
409/02/201009319-2010-0076  DIVORCIO LITIGIOSO,093192010007
508/02/201009319-2010-0074  ALIMENTOS,093192010007
605/02/201009319-2010-0072  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010007
705/02/201009319-2010-0073  INCIDENTE DE AUMENTO DE PENSIÓN ALIMENTICIA,093192010007
803/02/201009319-2010-0070  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010007
904/01/201009319-2010-0071  ALIMENTOS,093192010007
1001/01/201009319-2010-0075  PRESCRIPCIONES,093192010007
129/03/201009319-2010-0089  HABERES E INDEMNIZACIONES LABORALES,093192010008
217/02/201009319-2010-0087  OBLIGACIONES; ART. 423 CPC,093192010008
317/02/201009319-2010-0088  ACCION DE PROTECCION,093192010008
412/02/201009319-2010-0081  ALIMENTOS,093192010008
512/02/201009319-2010-0086  INCIDENTE DE REBAJA DE PENSIÓN ALIMENTICIA,093192010008
611/02/201009319-2010-0080  ALIMENTOS,093192010008
711/02/201009319-2010-0082  APREHENSION,093192010008
811/02/201009319-2010-0083  APREHENSION,093192010008
911/02/201009319-2010-0084  APREHENSION,093192010008
1011/02/201009319-2010-0085  APREHENSION,093192010008
117/12/201009319-2010-0090  DISOLUCION DE LA SOCIEDAD CONYUGAL,093192010009
223/02/201009319-2010-0098  DEMARCACION DE LINDEROS,093192010009
323/02/201009319-2010-0099  APREHENSION,093192010009
422/02/201009319-2010-0096  ALIMENTOS,093192010009
522/02/201009319-2010-0097  ACCION DE PROTECCION,093192010009
618/02/201009319-2010-0093  ALIMENTOS,093192010009
718/02/201009319-2010-0094  ALIMENTOS,093192010009
818/02/201009319-2010-0095  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010009
917/02/201009319-2010-0091  APREHENSION,093192010009
1017/02/201009319-2010-0092  APREHENSION,093192010009
129/03/201009319-2010-0104  OBLIGACIONES; ART. 423 CPC,093192010010
226/02/201009319-2010-0109  ALIMENTOS,093192010010
325/02/201009319-2010-0103  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010010
425/02/201009319-2010-0105  ALIMENTOS,093192010010
525/02/201009319-2010-0106  ACCION DE PROTECCION,093192010010
625/02/201009319-2010-0107  ACCION DE PROTECCION,093192010010
725/02/201009319-2010-0108  ALIMENTOS,093192010010
824/02/201009319-2010-0101  DESPOJO VIOLENTO,093192010010
923/02/201009319-2010-0100  APREHENSION,093192010010
101/03/201009319-2010-0117  APREHENSION,093192010011
226/02/201009319-2010-0110  ALIMENTOS,093192010011
326/02/201009319-2010-0111  DAÑOS Y PERJUICIOS,093192010011
426/02/201009319-2010-0112  ALIMENTOS,093192010011
526/02/201009319-2010-0113  ALIMENTOS,093192010011
626/02/201009319-2010-0114  REQUERIMIENTO INTERNACIONAL DEL ADOLESCENTE,093192010011
726/02/201009319-2010-0115  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010011
826/02/201009319-2010-0116  PRESCRIPCIONES,093192010011
901/02/201009319-2010-0118  ACCION DE PROTECCION,093192010011
1001/02/201009319-2010-0119  ACCION DE PROTECCION,093192010011
103/03/201009319-2010-0127  EXTINCION DE PATRIMONIO FAMILIAR,093192010012
203/03/201009319-2010-0128  ACCION EXTRAORDINARIA DE PROTECCION,093192010012
303/03/201009319-2010-0129  REGULACION DE VISITAS,093192010012
402/03/201009319-2010-0124  HABERES E INDEMNIZACIONES LABORALES,093192010012
502/03/201009319-2010-0126  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010012
601/03/201009319-2010-0120  ALIMENTOS,093192010012
701/03/201009319-2010-0121  ALIMENTOS,093192010012
801/03/201009319-2010-0122  RECUPERACION DEL MENOR O ENTREGA,093192010012
901/03/201009319-2010-0123  ALIMENTOS,093192010012
129/03/201009319-2010-0131  ALIMENTOS,093192010013
205/03/201009319-2010-0137  ACCION DE PROTECCION,093192010013
305/03/201009319-2010-0139  ACCION DE PROTECCION,093192010013
404/03/201009319-2010-0133  ALIMENTOS,093192010013
504/03/201009319-2010-0135  HABERES E INDEMNIZACIONES LABORALES,093192010013
604/03/201009319-2010-0136  HABERES E INDEMNIZACIONES LABORALES,093192010013
703/03/201009319-2010-0130  DIVORCIO POR MUTUO CONSENTIMIENTO,093192010013
803/03/201009319-2010-0132  ALIMENTOS CON PRESUNCIÓN DE PATERNIDAD,093192010013
