descripcion,causa
No se encuentran resultados.,094062010002
No se encuentran resultados.,094062011003
No se encuentran resultados.,094062012003
No se encuentran resultados.,094062013003
129/10/201409406-2014-0017  MORA,094062014001
229/10/201409406-2014-0018  MORA,094062014001
329/10/201409406-2014-0019  MORA,094062014001
428/10/201409406-2014-0010  TERMINACIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
528/10/201409406-2014-0011  MORA,094062014001
628/10/201409406-2014-0012  ACCIÓN DE PROTECCIÓN,094062014001
728/10/201409406-2014-0013  MORA,094062014001
828/10/201409406-2014-0014  MORA,094062014001
928/10/201409406-2014-0015  TERMINACIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1028/10/201409406-2014-0016  MORA,094062014001
1124/10/201409406-2014-0010G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1224/10/201409406-2014-0011G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1324/10/201409406-2014-0012G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1424/10/201409406-2014-0013G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1524/10/201409406-2014-0014G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1624/10/201409406-2014-0015G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1724/10/201409406-2014-0016G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1824/10/201409406-2014-0017G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
1924/10/201409406-2014-0018G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
2024/10/201409406-2014-0019G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014001
131/10/201409406-2014-0026  MORA,094062014002
231/10/201409406-2014-0027  MORA,094062014002
331/10/201409406-2014-0028  ACCIÓN DE PROTECCIÓN,094062014002
431/10/201409406-2014-0029  MORA,094062014002
530/10/201409406-2014-0023  MORA,094062014002
630/10/201409406-2014-0024  MORA,094062014002
730/10/201409406-2014-0025  MORA,094062014002
829/10/201409406-2014-0020  MORA,094062014002
929/10/201409406-2014-0021  MORA,094062014002
1029/10/201409406-2014-0022  MORA,094062014002
1124/10/201409406-2014-0020G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1224/10/201409406-2014-0021G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1324/10/201409406-2014-0022G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1424/10/201409406-2014-0023G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1524/10/201409406-2014-0024G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1624/10/201409406-2014-0025G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1724/10/201409406-2014-0026G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1824/10/201409406-2014-0027G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
1924/10/201409406-2014-0028G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
2024/10/201409406-2014-0029G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014002
131/10/201409406-2014-0030  MORA,094062014003
231/10/201409406-2014-0031  MORA,094062014003
331/10/201409406-2014-0032  MORA,094062014003
431/10/201409406-2014-0033  MORA,094062014003
531/10/201409406-2014-0034  MORA,094062014003
631/10/201409406-2014-0035  MORA,094062014003
731/10/201409406-2014-0036  MORA,094062014003
831/10/201409406-2014-0037  MORA,094062014003
931/10/201409406-2014-0038  MORA,094062014003
1031/10/201409406-2014-0039  MORA,094062014003
1124/10/201409406-2014-0030G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1224/10/201409406-2014-0031G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1324/10/201409406-2014-0032G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1424/10/201409406-2014-0033G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1524/10/201409406-2014-0034G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1624/10/201409406-2014-0035G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1724/10/201409406-2014-0036G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
1824/10/201409406-2014-0037G INSCRIPCIÓN DE CONTRATO DE ARRENDAMIENTO,094062014003
